#geneID	Treated_vs_Control
ENSMUSG00000015312	0.1768
ENSMUSG00000015314	0.3526
ENSMUSG00000015316	-0.0790
ENSMUSG00000015337	0.4229
ENSMUSG00000015340	-0.1599
ENSMUSG00000015355	-0.1379
ENSMUSG00000015405	0.2268
ENSMUSG00000015437	-0.1251
ENSMUSG00000015451	0.2101
ENSMUSG00000015452	0.0633
ENSMUSG00000015461	0.2668
ENSMUSG00000015468	0.1801
ENSMUSG00000015474	1.2498
ENSMUSG00000015478	0.0014
ENSMUSG00000015522	-0.1539
ENSMUSG00000015533	-0.5692
ENSMUSG00000015536	0.1950
ENSMUSG00000015568	0.2918
ENSMUSG00000015575	1.0100
ENSMUSG00000015605	0.5643
ENSMUSG00000015619	0.4458
ENSMUSG00000015647	-0.0862
ENSMUSG00000015652	0.5238
ENSMUSG00000015653	-0.0393
ENSMUSG00000015656	-0.3213
ENSMUSG00000015671	0.1356
ENSMUSG00000015672	-0.0657
ENSMUSG00000015697	0.0383
ENSMUSG00000015709	0.0226
ENSMUSG00000015711	0.7621
ENSMUSG00000015714	0.2511
ENSMUSG00000015733	-0.0517
ENSMUSG00000015747	-0.1433
ENSMUSG00000015748	-0.0155
ENSMUSG00000015750	-0.3011
ENSMUSG00000015755	-0.1693
ENSMUSG00000015787	2.1681
ENSMUSG00000015806	-0.0978
ENSMUSG00000015812	0.1103
ENSMUSG00000015829	-0.2943
ENSMUSG00000015837	-0.3975
ENSMUSG00000015839	0.0813
ENSMUSG00000015843	-0.0252
ENSMUSG00000015846	-0.1055
ENSMUSG00000015889	0.2564
ENSMUSG00000015890	0.7893
ENSMUSG00000015937	-0.5574
ENSMUSG00000015944	0.2316
ENSMUSG00000015947	-0.3182
ENSMUSG00000015950	-0.0944
ENSMUSG00000015957	-0.1979
ENSMUSG00000015961	0.2646
ENSMUSG00000015966	0.5073
ENSMUSG00000015968	0.1848
ENSMUSG00000015970	-0.8798
ENSMUSG00000015971	2.5582
ENSMUSG00000015994	-0.7229
ENSMUSG00000016018	-0.2327
ENSMUSG00000016024	0.0112
ENSMUSG00000016087	0.1047
ENSMUSG00000016179	-0.3786
ENSMUSG00000016194	0.7157
ENSMUSG00000016206	0.4665
ENSMUSG00000016252	0.1664
ENSMUSG00000016253	0.3572
ENSMUSG00000016255	0.5237
ENSMUSG00000016256	2.4580
ENSMUSG00000016283	0.5913
ENSMUSG00000016308	-0.2691
ENSMUSG00000016319	-0.7487
ENSMUSG00000016327	0.7992
ENSMUSG00000016346	0.3736
ENSMUSG00000016349	-0.2468
ENSMUSG00000016356	0.3865
ENSMUSG00000016427	0.5068
ENSMUSG00000016458	-0.4909
ENSMUSG00000016477	0.5009
ENSMUSG00000016481	0.0586
ENSMUSG00000016493	-0.0565
ENSMUSG00000016494	-0.2732
ENSMUSG00000016496	0.4232
ENSMUSG00000016498	0.2770
ENSMUSG00000016524	-0.3450
ENSMUSG00000016528	0.2758
ENSMUSG00000016529	-0.6805
ENSMUSG00000016534	2.2752
ENSMUSG00000016541	-0.2348
ENSMUSG00000016559	0.0001
ENSMUSG00000016619	0.1766
ENSMUSG00000016756	0.1230
ENSMUSG00000016758	-0.3865
ENSMUSG00000016833	0.2227
ENSMUSG00000016921	-0.6657
ENSMUSG00000016933	0.0071
ENSMUSG00000016982	0.2699
ENSMUSG00000017007	0.2295
ENSMUSG00000017009	-0.1688
ENSMUSG00000017057	-0.0405
ENSMUSG00000017064	-0.4466
ENSMUSG00000017119	-0.1438
ENSMUSG00000017132	-1.4613
ENSMUSG00000017146	-0.0172
ENSMUSG00000017165	0.1870
ENSMUSG00000017167	0.0868
ENSMUSG00000017176	-1.1093
ENSMUSG00000017188	0.3503
ENSMUSG00000017210	0.2519
ENSMUSG00000017221	-0.0982
ENSMUSG00000017264	-0.0273
ENSMUSG00000017291	0.2665
ENSMUSG00000017300	0.2891
ENSMUSG00000017307	-0.4504
ENSMUSG00000017311	-0.0810
ENSMUSG00000017316	0.3219
ENSMUSG00000017344	-0.2605
ENSMUSG00000017376	-0.1030
ENSMUSG00000017386	0.2163
ENSMUSG00000017390	-0.2715
ENSMUSG00000017404	0.1499
ENSMUSG00000017412	-0.1667
ENSMUSG00000017428	-0.0387
ENSMUSG00000017453	-0.0508
ENSMUSG00000017485	-0.0931
ENSMUSG00000017491	0.2158
ENSMUSG00000017499	0.5010
ENSMUSG00000017548	-0.5329
ENSMUSG00000017588	0.4077
ENSMUSG00000017639	0.6403
ENSMUSG00000017652	-0.3774
ENSMUSG00000017670	-0.4045
ENSMUSG00000017686	0.0556
ENSMUSG00000017688	0.0492
ENSMUSG00000017697	-0.3416
ENSMUSG00000017707	0.7508
ENSMUSG00000017713	0.0198
ENSMUSG00000017715	-0.5415
ENSMUSG00000017716	-0.4580
ENSMUSG00000017718	-0.1667
ENSMUSG00000017721	0.0203
ENSMUSG00000017724	0.0691
ENSMUSG00000017737	-0.3430
ENSMUSG00000017740	-1.8075
ENSMUSG00000017754	0.0193
ENSMUSG00000017756	-0.1810
ENSMUSG00000017760	2.1910
ENSMUSG00000017774	0.1718
ENSMUSG00000017776	0.2253
ENSMUSG00000017778	0.1045
ENSMUSG00000017801	-0.1791
ENSMUSG00000017830	0.5180
ENSMUSG00000017831	-0.0461
ENSMUSG00000017843	-0.2965
ENSMUSG00000017861	-0.3938
ENSMUSG00000017868	-0.1885
ENSMUSG00000017929	-0.3567
ENSMUSG00000017950	0.7529
ENSMUSG00000017969	0.1291
ENSMUSG00000018001	-0.4967
ENSMUSG00000018008	0.0281
ENSMUSG00000018012	1.4895
ENSMUSG00000018040	2.6397
ENSMUSG00000018042	0.1686
ENSMUSG00000018076	0.1603
ENSMUSG00000018102	-0.0071
ENSMUSG00000018160	-0.0909
ENSMUSG00000018166	0.4482
ENSMUSG00000018167	-0.1625
ENSMUSG00000018169	0.0283
ENSMUSG00000018171	-0.0701
ENSMUSG00000018189	0.2595
ENSMUSG00000018199	-0.7024
ENSMUSG00000018209	0.6958
ENSMUSG00000018217	-0.1480
ENSMUSG00000018238	0.3085
ENSMUSG00000018286	-0.4273
ENSMUSG00000018293	-0.6221
ENSMUSG00000018326	-0.0289
ENSMUSG00000018334	0.3017
ENSMUSG00000018339	0.1274
ENSMUSG00000018341	0.2826
ENSMUSG00000018362	-0.6020
ENSMUSG00000018363	-0.2204
ENSMUSG00000018379	0.1992
ENSMUSG00000018395	-0.2966
ENSMUSG00000018398	-0.0999
ENSMUSG00000018401	-0.1732
ENSMUSG00000018411	0.6104
ENSMUSG00000018417	0.7545
ENSMUSG00000018442	-0.6518
ENSMUSG00000018474	3.1607
ENSMUSG00000018486	0.4342
ENSMUSG00000018500	-0.2986
ENSMUSG00000018501	-0.0599
ENSMUSG00000018507	0.3584
ENSMUSG00000018537	-0.5831
ENSMUSG00000018547	-0.9059
ENSMUSG00000018548	0.0352
ENSMUSG00000018566	-0.3586
ENSMUSG00000018567	0.4783
ENSMUSG00000018569	0.6129
ENSMUSG00000018574	0.3010
ENSMUSG00000018581	-0.6006
ENSMUSG00000018583	-0.2242
ENSMUSG00000018585	0.4319
ENSMUSG00000018589	-0.0772
ENSMUSG00000018604	0.3181
ENSMUSG00000018623	-0.6054
ENSMUSG00000018634	-0.0329
ENSMUSG00000018659	-0.1934
ENSMUSG00000018707	0.0680
ENSMUSG00000018733	0.6847
ENSMUSG00000018770	0.0966
ENSMUSG00000018774	0.5374
ENSMUSG00000018796	0.3353
ENSMUSG00000018800	-0.1888
ENSMUSG00000018819	-0.3970
ENSMUSG00000018820	0.8248
ENSMUSG00000018822	-0.1745
ENSMUSG00000018830	-0.0478
ENSMUSG00000018841	-0.2720
ENSMUSG00000018846	0.0747
ENSMUSG00000018848	-1.1267
ENSMUSG00000018849	-0.3882
ENSMUSG00000018882	-0.0747
ENSMUSG00000018899	0.2401
ENSMUSG00000018900	-0.1334
ENSMUSG00000018906	0.1505
ENSMUSG00000018907	-0.3594
ENSMUSG00000018909	0.0239
ENSMUSG00000018914	0.3898
ENSMUSG00000018916	-0.0591
ENSMUSG00000018920	-0.1883
ENSMUSG00000018924	-0.6440
ENSMUSG00000018927	0.0625
ENSMUSG00000018930	-0.0742
ENSMUSG00000018932	-0.1746
ENSMUSG00000018965	-0.5358
ENSMUSG00000018973	0.2430
ENSMUSG00000018983	0.1495
ENSMUSG00000018995	-0.0484
ENSMUSG00000019027	-0.1689
ENSMUSG00000019054	1.6113
ENSMUSG00000019055	0.1002
ENSMUSG00000019066	0.5077
ENSMUSG00000019087	-0.7876
ENSMUSG00000019102	0.3937
ENSMUSG00000019122	0.2745
ENSMUSG00000019139	0.3121
ENSMUSG00000019143	0.6320
ENSMUSG00000019146	0.0220
ENSMUSG00000019173	0.1726
ENSMUSG00000019179	0.6473
ENSMUSG00000019194	-0.1607
ENSMUSG00000019210	-0.0672
ENSMUSG00000019232	-0.6150
ENSMUSG00000019254	-0.0905
ENSMUSG00000019256	0.5455
ENSMUSG00000019261	0.5281
ENSMUSG00000019301	-0.2739
ENSMUSG00000019302	-2.4731
ENSMUSG00000019326	-0.6032
ENSMUSG00000019370	0.1529
ENSMUSG00000019428	-0.8593
ENSMUSG00000019432	0.2174
ENSMUSG00000019464	0.3864
ENSMUSG00000019470	-0.0484
ENSMUSG00000019471	0.1564
ENSMUSG00000019478	0.1507
ENSMUSG00000019487	-1.0481
ENSMUSG00000019489	0.8382
ENSMUSG00000019505	0.4126
ENSMUSG00000019518	2.9762
ENSMUSG00000019528	-0.6187
ENSMUSG00000019577	-0.3923
ENSMUSG00000019578	0.1024
ENSMUSG00000019647	0.3027
ENSMUSG00000019659	0.3475
ENSMUSG00000019699	0.0409
ENSMUSG00000019710	-0.1998
ENSMUSG00000019715	0.1367
ENSMUSG00000019718	0.1299
ENSMUSG00000019738	2.6631
ENSMUSG00000019761	0.0511
ENSMUSG00000019762	-0.5066
ENSMUSG00000019768	-0.1723
ENSMUSG00000019772	0.1522
ENSMUSG00000019773	-0.3412
ENSMUSG00000019777	2.7954
ENSMUSG00000019787	0.1207
ENSMUSG00000019789	-0.0375
ENSMUSG00000019802	-0.3161
ENSMUSG00000019804	0.2231
ENSMUSG00000019809	-0.2846
ENSMUSG00000019810	-0.1002
ENSMUSG00000019818	2.5919
ENSMUSG00000019822	-0.4924
ENSMUSG00000019828	0.3002
ENSMUSG00000019831	-0.2530
ENSMUSG00000019838	-0.3157
ENSMUSG00000019841	0.1415
ENSMUSG00000019842	-0.1095
ENSMUSG00000019843	0.2192
ENSMUSG00000019845	0.3314
ENSMUSG00000019846	-0.0221
ENSMUSG00000019848	-1.7298
ENSMUSG00000019849	-0.4423
ENSMUSG00000019850	0.0499
ENSMUSG00000019851	-0.3941
ENSMUSG00000019863	0.0263
ENSMUSG00000019865	0.1908
ENSMUSG00000019868	-0.3298
ENSMUSG00000019874	0.1369
ENSMUSG00000019880	-0.5987
ENSMUSG00000019883	-0.1279
ENSMUSG00000019888	0.1673
ENSMUSG00000019890	0.3731
ENSMUSG00000019899	0.0988
ENSMUSG00000019900	0.0543
ENSMUSG00000019905	-0.2401
ENSMUSG00000019907	-0.3358
ENSMUSG00000019916	-0.0122
ENSMUSG00000019927	0.4451
ENSMUSG00000019929	-0.1213
ENSMUSG00000019933	-0.0028
ENSMUSG00000019935	0.6162
ENSMUSG00000019942	-0.5032
ENSMUSG00000019943	0.4465
ENSMUSG00000019944	0.1484
ENSMUSG00000019948	-1.9861
ENSMUSG00000019960	0.8057
ENSMUSG00000019966	0.1769
ENSMUSG00000019969	-0.2901
ENSMUSG00000019970	-0.0311
ENSMUSG00000019977	-1.1110
ENSMUSG00000019978	0.0756
ENSMUSG00000019979	-0.2934
ENSMUSG00000019982	0.3693
ENSMUSG00000019987	-0.2758
ENSMUSG00000019989	-0.2677
ENSMUSG00000019990	-0.8287
ENSMUSG00000019997	-0.3570
ENSMUSG00000019998	-0.3910
ENSMUSG00000020003	-0.2703
ENSMUSG00000020007	0.4801
ENSMUSG00000020009	-0.0425
ENSMUSG00000020010	0.4716
ENSMUSG00000020017	0.0789
ENSMUSG00000020018	-0.2485
ENSMUSG00000020019	-0.0599
ENSMUSG00000020022	0.2432
ENSMUSG00000020027	0.5000
ENSMUSG00000020038	0.2531
ENSMUSG00000020044	0.3482
ENSMUSG00000020048	0.1574
ENSMUSG00000020051	0.1099
ENSMUSG00000020053	0.3707
ENSMUSG00000020056	-0.6920
ENSMUSG00000020059	-0.3296
ENSMUSG00000020061	-0.1927
ENSMUSG00000020063	-0.1631
ENSMUSG00000020064	0.4372
ENSMUSG00000020067	0.4863
ENSMUSG00000020070	0.0756
ENSMUSG00000020078	-0.0832
ENSMUSG00000020080	0.5409
ENSMUSG00000020081	0.2654
ENSMUSG00000020085	-0.0699
ENSMUSG00000020086	2.9535
ENSMUSG00000020088	-0.0332
ENSMUSG00000020089	0.0290
ENSMUSG00000020090	-0.0240
ENSMUSG00000020091	0.1280
ENSMUSG00000020097	-0.5916
ENSMUSG00000020098	-0.2681
ENSMUSG00000020099	0.0190
ENSMUSG00000020100	-0.1354
ENSMUSG00000020101	-0.6358
ENSMUSG00000020107	0.6850
ENSMUSG00000020108	0.0732
ENSMUSG00000020109	-0.4438
ENSMUSG00000020115	0.0901
ENSMUSG00000020121	-0.0658
ENSMUSG00000020122	0.4793
ENSMUSG00000020123	0.1359
ENSMUSG00000020124	0.3437
ENSMUSG00000020125	0.2327
ENSMUSG00000020130	0.4115
ENSMUSG00000020135	-0.5283
ENSMUSG00000020140	-0.0575
ENSMUSG00000020143	-0.0860
ENSMUSG00000020149	-0.3620
ENSMUSG00000020150	-1.3906
ENSMUSG00000020151	0.2286
ENSMUSG00000020152	0.1450
ENSMUSG00000020153	-0.6121
ENSMUSG00000020154	-0.2679
ENSMUSG00000020155	-0.2629
ENSMUSG00000020159	0.4831
ENSMUSG00000020160	-0.3201
ENSMUSG00000020163	0.6244
ENSMUSG00000020166	-0.4389
ENSMUSG00000020167	-0.0530
ENSMUSG00000020168	0.3208
ENSMUSG00000020170	-0.2260
ENSMUSG00000020171	0.0275
ENSMUSG00000020176	-0.1074
ENSMUSG00000020177	0.2877
ENSMUSG00000020178	0.1412
ENSMUSG00000020180	0.5172
ENSMUSG00000020182	-0.2984
ENSMUSG00000020184	-0.0527
ENSMUSG00000020186	0.3822
ENSMUSG00000020190	0.6449
ENSMUSG00000020198	2.5341
ENSMUSG00000020211	-0.1385
ENSMUSG00000020218	-0.0551
ENSMUSG00000020227	0.4746
ENSMUSG00000020235	-0.3131
ENSMUSG00000020241	0.2611
ENSMUSG00000020246	0.2055
ENSMUSG00000020248	0.1029
ENSMUSG00000020250	-0.1328
ENSMUSG00000020256	0.1500
ENSMUSG00000020257	0.4138
ENSMUSG00000020258	0.0189
ENSMUSG00000020260	-0.2164
ENSMUSG00000020261	-0.3307
ENSMUSG00000020264	-0.3105
ENSMUSG00000020265	0.3496
ENSMUSG00000020271	0.1487
ENSMUSG00000020272	0.2852
ENSMUSG00000020273	0.4288
ENSMUSG00000020275	-0.2822
ENSMUSG00000020277	-0.2321
ENSMUSG00000020279	-0.7821
ENSMUSG00000020282	-0.1585
ENSMUSG00000020283	0.6550
ENSMUSG00000020287	0.3948
ENSMUSG00000020289	-0.0347
ENSMUSG00000020290	-0.0219
ENSMUSG00000020300	-0.7367
ENSMUSG00000020307	-0.2711
ENSMUSG00000020309	-0.6575
ENSMUSG00000020310	-0.2418
ENSMUSG00000020311	-0.0348
ENSMUSG00000020312	-0.1924
ENSMUSG00000020315	-0.7144
ENSMUSG00000020321	-0.1938
ENSMUSG00000020326	-0.2761
ENSMUSG00000020327	0.3095
ENSMUSG00000020330	1.8748
ENSMUSG00000020331	0.5422
ENSMUSG00000020333	0.0417
ENSMUSG00000020334	0.0737
ENSMUSG00000020340	0.5850
ENSMUSG00000020346	1.8922
ENSMUSG00000020349	0.0782
ENSMUSG00000020354	-0.7994
ENSMUSG00000020357	-0.1397
ENSMUSG00000020359	-0.8091
ENSMUSG00000020361	-0.3778
ENSMUSG00000020362	-0.1981
ENSMUSG00000020363	-0.3990
ENSMUSG00000020366	0.2272
ENSMUSG00000020368	-0.6403
ENSMUSG00000020372	0.0767
ENSMUSG00000020375	-0.1701
ENSMUSG00000020377	0.0274
ENSMUSG00000020380	0.6874
ENSMUSG00000020383	-0.1895
ENSMUSG00000020385	0.0025
ENSMUSG00000020386	-1.8068
ENSMUSG00000020388	-0.0675
ENSMUSG00000020390	-0.3436
ENSMUSG00000020395	-0.0376
ENSMUSG00000020396	0.1545
ENSMUSG00000020399	0.1647
ENSMUSG00000020402	-0.2004
ENSMUSG00000020405	0.4618
ENSMUSG00000020407	-0.0293
ENSMUSG00000020409	0.5988
ENSMUSG00000020413	0.0795
ENSMUSG00000020415	-0.3594
ENSMUSG00000020423	-0.6368
ENSMUSG00000020424	0.4117
ENSMUSG00000020427	0.1974
ENSMUSG00000020428	0.1027
ENSMUSG00000020431	0.4484
ENSMUSG00000020432	-0.6183
ENSMUSG00000020436	0.0214
ENSMUSG00000020437	0.7285
ENSMUSG00000020440	-0.0093
ENSMUSG00000020444	0.1912
ENSMUSG00000020447	-0.2578
ENSMUSG00000020448	0.1865
ENSMUSG00000020451	-0.1951
ENSMUSG00000020456	-0.2571
ENSMUSG00000020458	-0.2984
ENSMUSG00000020460	-0.2433
ENSMUSG00000020463	-0.4531
ENSMUSG00000020464	-1.6605
ENSMUSG00000020469	0.4794
ENSMUSG00000020471	-0.2434
ENSMUSG00000020474	-0.9632
ENSMUSG00000020475	-0.5284
ENSMUSG00000020477	0.7473
ENSMUSG00000020483	-0.2902
ENSMUSG00000020484	-0.1285
ENSMUSG00000020485	0.2354
ENSMUSG00000020486	0.2810
ENSMUSG00000020513	-0.0914
ENSMUSG00000020514	-1.0920
ENSMUSG00000020515	0.1052
ENSMUSG00000020516	0.0947
ENSMUSG00000020519	0.0177
ENSMUSG00000020520	-0.3192
ENSMUSG00000020524	0.0649
ENSMUSG00000020525	0.1032
ENSMUSG00000020527	-0.1781
ENSMUSG00000020532	-0.2539
ENSMUSG00000020534	0.1852
ENSMUSG00000020536	0.3206
ENSMUSG00000020538	-0.1907
ENSMUSG00000020544	-0.2302
ENSMUSG00000020561	2.1750
ENSMUSG00000020566	0.4645
ENSMUSG00000020571	0.2413
ENSMUSG00000020572	-0.5750
ENSMUSG00000020573	-0.1635
ENSMUSG00000020580	-0.6904
ENSMUSG00000020585	-0.2344
ENSMUSG00000020589	-0.6392
ENSMUSG00000020591	0.4483
ENSMUSG00000020592	0.7220
ENSMUSG00000020593	-0.0026
ENSMUSG00000020594	0.0000
ENSMUSG00000020598	-0.0437
ENSMUSG00000020599	-0.0101
ENSMUSG00000020600	0.1462
ENSMUSG00000020604	0.5580
ENSMUSG00000020609	0.1388
ENSMUSG00000020611	-0.2169
ENSMUSG00000020612	-0.7491
ENSMUSG00000020620	1.2937
ENSMUSG00000020622	-0.1615
ENSMUSG00000020623	-0.4357
ENSMUSG00000020629	1.5890
ENSMUSG00000020630	0.3831
ENSMUSG00000020634	-0.9680
ENSMUSG00000020636	-0.4314
ENSMUSG00000020638	0.5684
ENSMUSG00000020639	-0.3595
ENSMUSG00000020641	-0.2216
ENSMUSG00000020644	0.4151
ENSMUSG00000020646	0.0293
ENSMUSG00000020647	0.5583
ENSMUSG00000020649	-0.0464
ENSMUSG00000020651	0.1118
ENSMUSG00000020654	0.3696
ENSMUSG00000020660	-0.0129
ENSMUSG00000020661	-0.3363
ENSMUSG00000020664	0.0723
ENSMUSG00000020668	0.1817
ENSMUSG00000020671	0.0771
ENSMUSG00000020673	0.1537
ENSMUSG00000020676	0.1181
ENSMUSG00000020679	0.4533
ENSMUSG00000020680	-3.0509
ENSMUSG00000020681	0.1403
ENSMUSG00000020687	-0.1614
ENSMUSG00000020689	-0.3547
ENSMUSG00000020695	-0.3656
ENSMUSG00000020697	0.1297
ENSMUSG00000020700	0.1384
ENSMUSG00000020702	0.2556
ENSMUSG00000020704	-0.4413
ENSMUSG00000020705	0.2941
ENSMUSG00000020708	-0.0307
ENSMUSG00000020713	-0.1597
ENSMUSG00000020715	1.0430
ENSMUSG00000020716	0.0573
ENSMUSG00000020717	-0.3859
ENSMUSG00000020718	0.2697
ENSMUSG00000020719	-1.1922
ENSMUSG00000020720	-1.6737
ENSMUSG00000020722	0.0212
ENSMUSG00000020723	0.1416
ENSMUSG00000020733	0.4688
ENSMUSG00000020734	-0.3503
ENSMUSG00000020736	-0.6177
ENSMUSG00000020738	-0.0879
ENSMUSG00000020739	0.6329
ENSMUSG00000020740	-0.0436
ENSMUSG00000020745	-0.2185
ENSMUSG00000020758	-0.2050
ENSMUSG00000020766	-0.1506
ENSMUSG00000020774	-0.1224
ENSMUSG00000020775	0.2375
ENSMUSG00000020777	-0.1188
ENSMUSG00000020780	-0.1856
ENSMUSG00000020782	0.3350
ENSMUSG00000020785	-0.3938
ENSMUSG00000020787	-0.0684
ENSMUSG00000020788	0.1640
ENSMUSG00000020792	0.4078
ENSMUSG00000020793	-0.4846
ENSMUSG00000020794	-0.0192
ENSMUSG00000020802	0.5036
ENSMUSG00000020804	-0.4600
ENSMUSG00000020806	-0.3158
ENSMUSG00000020817	1.3971
ENSMUSG00000020821	0.1126
ENSMUSG00000020826	-0.1794
ENSMUSG00000020828	-0.0451
ENSMUSG00000020829	0.0994
ENSMUSG00000020831	0.1443
ENSMUSG00000020838	-0.0472
ENSMUSG00000020840	0.3139
ENSMUSG00000020849	-0.2037
ENSMUSG00000020850	0.0651
ENSMUSG00000020857	1.7467
ENSMUSG00000020865	-0.2481
ENSMUSG00000020866	0.0455
ENSMUSG00000020868	-0.2632
ENSMUSG00000020872	-0.5753
ENSMUSG00000020882	-0.3569
ENSMUSG00000020884	-0.8685
ENSMUSG00000020886	-0.6853
ENSMUSG00000020888	-0.1880
ENSMUSG00000020889	-0.3857
ENSMUSG00000020890	0.2614
ENSMUSG00000020891	-0.0139
ENSMUSG00000020892	-0.1822
ENSMUSG00000020893	-0.0833
ENSMUSG00000020894	-0.4272
ENSMUSG00000020897	0.7180
ENSMUSG00000020899	0.1200
ENSMUSG00000020900	-0.2007
ENSMUSG00000020901	-0.2201
ENSMUSG00000020902	-0.0704
ENSMUSG00000020903	0.5103
ENSMUSG00000020907	0.4468
ENSMUSG00000020908	-1.0007
ENSMUSG00000020910	0.3820
ENSMUSG00000020911	-0.5208
ENSMUSG00000020912	-0.2739
ENSMUSG00000020913	0.1980
ENSMUSG00000020914	0.5427
ENSMUSG00000020916	0.5037
ENSMUSG00000020917	-0.3923
ENSMUSG00000020918	-0.1712
ENSMUSG00000020919	0.4212
ENSMUSG00000020929	0.0439
ENSMUSG00000020932	0.2032
ENSMUSG00000020937	-0.2083
ENSMUSG00000020941	-0.2767
ENSMUSG00000020946	0.6481
ENSMUSG00000020950	-0.5132
ENSMUSG00000020955	-2.2388
ENSMUSG00000020962	2.8003
ENSMUSG00000020963	-0.4356
ENSMUSG00000020964	-0.5167
ENSMUSG00000020974	-0.0084
ENSMUSG00000020986	0.1635
ENSMUSG00000020988	0.0182
ENSMUSG00000020994	0.3220
ENSMUSG00000021003	0.2246
ENSMUSG00000021018	2.3662
ENSMUSG00000021022	-0.2329
ENSMUSG00000021024	-0.1697
ENSMUSG00000021025	-0.0302
ENSMUSG00000021027	-1.2396
ENSMUSG00000021033	0.9865
ENSMUSG00000021036	0.7460
ENSMUSG00000021039	-0.3630
ENSMUSG00000021048	-0.1025
ENSMUSG00000021051	-0.0848
ENSMUSG00000021054	-0.2937
ENSMUSG00000021055	-0.0782
ENSMUSG00000021065	-2.7658
ENSMUSG00000021067	0.1375
ENSMUSG00000021069	-0.1489
ENSMUSG00000021070	-0.0923
ENSMUSG00000021076	0.0164
ENSMUSG00000021078	0.1665
ENSMUSG00000021096	0.5563
ENSMUSG00000021103	2.5887
ENSMUSG00000021108	0.8660
ENSMUSG00000021109	1.2790
ENSMUSG00000021111	-0.0553
ENSMUSG00000021112	0.2113
ENSMUSG00000021114	0.0592
ENSMUSG00000021116	0.1996
ENSMUSG00000021120	-0.1265
ENSMUSG00000021123	-0.9695
ENSMUSG00000021124	0.0548
ENSMUSG00000021125	-0.0781
ENSMUSG00000021127	0.1200
ENSMUSG00000021130	-0.0478
ENSMUSG00000021134	0.5952
ENSMUSG00000021135	0.0983
ENSMUSG00000021144	-0.4663
ENSMUSG00000021149	-0.0451
ENSMUSG00000021177	0.0857
ENSMUSG00000021178	-0.0664
ENSMUSG00000021180	0.5874
ENSMUSG00000021182	-0.1150
ENSMUSG00000021185	0.4087
ENSMUSG00000021189	-0.4403
ENSMUSG00000021190	3.2666
ENSMUSG00000021196	-0.1797
ENSMUSG00000021207	-0.2569
ENSMUSG00000021214	1.1038
ENSMUSG00000021216	-0.3321
ENSMUSG00000021221	0.0813
ENSMUSG00000021224	0.2721
ENSMUSG00000021226	0.3356
ENSMUSG00000021228	-0.3550
ENSMUSG00000021235	-0.1076
ENSMUSG00000021236	0.1029
ENSMUSG00000021238	0.0377
ENSMUSG00000021240	0.3331
ENSMUSG00000021242	0.2411
ENSMUSG00000021243	-0.1874
ENSMUSG00000021245	0.4482
ENSMUSG00000021250	-0.0686
ENSMUSG00000021253	0.8719
ENSMUSG00000021255	1.6071
ENSMUSG00000021259	-0.3594
ENSMUSG00000021262	-0.1996
ENSMUSG00000021263	-0.2827
ENSMUSG00000021264	-2.4455
ENSMUSG00000021265	-0.0049
ENSMUSG00000021266	0.5693
ENSMUSG00000021270	-0.1538
ENSMUSG00000021273	-0.0885
ENSMUSG00000021277	1.1319
ENSMUSG00000021278	-0.2002
ENSMUSG00000021287	0.2586
ENSMUSG00000021288	-0.4175
ENSMUSG00000021294	0.4245
ENSMUSG00000021298	0.4453
ENSMUSG00000021302	-0.6025
ENSMUSG00000021303	0.1971
ENSMUSG00000021311	-0.4962
ENSMUSG00000021313	0.2024
ENSMUSG00000021314	-0.3193
ENSMUSG00000021318	-0.3921
ENSMUSG00000021319	-0.0023
ENSMUSG00000021340	0.1413
ENSMUSG00000021342	-0.0634
ENSMUSG00000021356	0.1010
ENSMUSG00000021357	0.1610
ENSMUSG00000021360	2.1259
ENSMUSG00000021362	0.1064
ENSMUSG00000021364	0.1286
ENSMUSG00000021367	0.5634
ENSMUSG00000021368	-0.2374
ENSMUSG00000021374	0.2707
ENSMUSG00000021375	-0.3543
ENSMUSG00000021376	-0.0742
ENSMUSG00000021379	0.0378
ENSMUSG00000021385	-0.1428
ENSMUSG00000021403	-0.0925
ENSMUSG00000021404	-0.1483
ENSMUSG00000021408	-0.3120
ENSMUSG00000021416	0.1959
ENSMUSG00000021417	0.2187
ENSMUSG00000021418	0.0075
ENSMUSG00000021420	-2.4886
ENSMUSG00000021427	-0.2407
ENSMUSG00000021428	-1.9462
ENSMUSG00000021448	0.3121
ENSMUSG00000021451	-0.2719
ENSMUSG00000021453	0.3054
ENSMUSG00000021456	0.4133
ENSMUSG00000021457	-0.2650
ENSMUSG00000021460	0.4460
ENSMUSG00000021461	-0.3352
ENSMUSG00000021464	-0.7800
ENSMUSG00000021466	-0.0407
ENSMUSG00000021468	-0.2770
ENSMUSG00000021469	0.6627
ENSMUSG00000021477	2.1840
ENSMUSG00000021478	0.3166
ENSMUSG00000021484	0.4079
ENSMUSG00000021488	0.0299
ENSMUSG00000021490	-0.1058
ENSMUSG00000021492	0.5104
ENSMUSG00000021493	0.2548
ENSMUSG00000021494	-0.2931
ENSMUSG00000021496	0.2520
ENSMUSG00000021500	0.1179
ENSMUSG00000021504	-0.2588
ENSMUSG00000021508	0.1355
ENSMUSG00000021514	0.0763
ENSMUSG00000021518	-0.3695
ENSMUSG00000021520	0.6887
ENSMUSG00000021536	-0.1621
