#compound	T00h	T02h	T06h	T12h	T18h	T24h
C00493	-0.6185	-0.5609	-0.1884	-0.2817	-0.2369	-0.0340
C00497	-1.0756	-0.7711	-1.0888	-1.1956	-0.8916	-0.9255
C00498	-0.4299	0.5713	0.0804	0.3545	-0.2360	0.4882
C00499	0.0406	0.2322	0.2672	0.0632	-0.3878	0.0703
C00500	0.2366	-0.1955	-0.0832	0.1008	0.2890	-0.7017
C00501	-1.4793	-0.9557	-2.1409	-1.6402	-2.2990	-3.0680
C00502	-0.3489	-0.3465	0.1159	0.4242	-0.1892	-0.3592
C00503	1.3180	1.5523	1.5793	1.6247	1.9676	2.1488
C00504	-0.3993	-0.3546	0.5915	-0.2539	-0.3837	0.0705
C00506	0.0963	-0.0755	0.0927	0.1216	-0.0549	0.4510
C00507	0.1887	-0.5572	-0.6654	0.4131	0.0223	-0.0653
C00508	-0.6073	-0.3356	-0.4302	-0.3764	0.1860	0.2261
C00509	-0.2355	-0.1297	0.1631	0.1598	-0.0519	0.2696
C00510	-0.2069	-0.0801	-0.0357	-0.0905	-0.1899	-0.4272
C00511	-0.4173	-0.1817	-0.3252	0.0830	0.2675	0.2506
C00512	0.0547	0.0982	0.1443	0.0925	-0.2092	-0.0084
C00513	-0.0702	0.1656	-0.2485	0.4268	0.3980	0.0744
C00514	0.3964	0.0575	-0.1923	-0.6289	-0.0572	0.2089
C00515	-0.0178	0.2812	0.4633	-0.1224	-0.2506	-0.1610
C00517	0.2815	-0.0776	-0.5359	0.7324	0.0364	-0.1980
C00518	-0.2404	-0.5875	-0.4551	-0.3958	0.1450	-0.1598
C00519	-0.5776	-0.1659	-0.4351	-0.1091	0.1627	-0.1952
C00521	-0.1754	0.2292	-0.0949	-0.0010	0.3414	0.1210
C00522	-0.1252	-0.2106	0.0159	0.2780	-0.1801	0.0093
C00523	0.0945	0.2925	0.1926	0.5368	0.2860	-0.3282
C00524	-0.4305	-0.0627	0.1459	-0.1151	0.2376	0.1003
C00526	-1.7980	-1.0143	-1.1768	-2.3885	-2.2149	-2.5623
C00527	0.0994	-0.3481	0.0029	0.1111	0.2676	0.1953
C00530	-0.2296	-0.1189	-0.4446	-0.2223	-0.1111	0.0745
C00531	-0.0293	-0.3983	-0.1583	0.2011	-0.2509	0.1178
C00532	-0.0601	-0.2048	-0.0238	0.2378	0.4102	-0.0061
C00533	-0.3432	-0.0607	0.0054	0.3524	0.1132	-0.1874
C00534	-0.0961	-0.0299	-0.3901	-0.1671	-0.0874	0.1494
C00535	0.0032	-0.0302	-0.2998	0.4287	-0.0942	0.3882
C00536	-0.0371	0.5114	0.3599	0.1348	0.2162	0.2595
C00540	0.8572	-0.3826	0.1023	0.0096	0.0576	0.2946
C00541	0.1288	0.0195	0.2295	-0.5024	-0.2254	-0.0960
C00543	-0.2412	-0.0930	-0.5349	-0.1108	-0.7767	0.6256
C00544	0.5511	-0.0076	0.2842	0.5338	-0.0866	0.3466
C00545	0.3263	-0.0248	0.0348	-0.0176	0.1848	0.6355
C00546	0.3846	0.0502	-0.4509	-0.3299	-0.1246	-0.4385
C00547	1.3175	0.4764	1.1468	0.9975	1.2616	1.3739
C00550	2.1872	1.5322	1.4554	2.7412	2.1763	2.1531
C00551	0.8359	-0.1579	-0.0204	-0.1907	-0.0355	-0.0350
C00552	0.0240	0.0996	0.1695	0.1114	0.4959	-0.1233
C00555	-0.1155	-0.3912	-0.3506	-0.1840	0.1788	0.3979
C00556	0.0649	0.2617	0.3866	0.8780	-0.3466	-0.2404
C00558	0.2025	-0.2039	0.1400	0.0231	-0.0838	0.3408
C00559	1.0932	1.1085	2.2132	2.0698	1.8167	2.5196
C00561	0.1916	-0.6667	0.3235	-0.1873	-0.8859	0.6673
C00565	-0.3713	0.1104	0.0495	0.4621	0.2808	-0.2784
C00566	-0.4140	-0.1332	-0.0958	-0.1949	-0.0206	0.1961
C00568	-0.0028	0.1884	-0.2274	-0.2645	-0.2264	-0.0605
C00569	-0.1118	0.5412	-0.6830	-0.3920	0.2507	0.0062
C00570	-0.2157	0.3543	-0.1708	-0.2098	-0.0792	0.1467
C00573	-0.5413	-0.3892	-0.0075	0.5847	-0.4608	-0.4935
C00575	-0.0404	-0.1202	0.2217	-0.3142	-0.0784	0.1816
C00576	-0.7000	-0.3505	-0.0029	-0.2130	0.4539	0.6125
C00577	0.1835	-0.5219	-0.4671	-0.2521	0.0592	0.1120
C00580	-0.8806	-1.1305	-0.8991	-0.9801	-1.0719	-1.3165
C00581	0.2108	-0.3468	0.3573	0.2346	0.2961	-0.4751
C00582	-0.2460	-0.3393	-0.2757	-0.1929	0.1732	0.4067
C00583	-0.2295	0.4705	-0.7033	-0.6184	-0.3838	-0.3944
C00584	-0.1343	0.5023	1.2298	0.1811	0.2834	0.2904
C00587	0.1165	-0.1082	0.5795	-0.3091	0.0256	-0.2429
C00588	0.1543	-0.0473	0.1450	0.1581	0.1706	0.1045
C00590	-0.1921	-0.4028	0.3953	-0.2214	-0.6430	-0.3639
C00593	0.3168	-0.6063	0.2490	0.2294	-0.2840	-0.4836
C00596	0.0648	-0.2110	0.1710	0.0294	0.0993	0.6409
C00601	-0.5952	-0.3485	-0.7458	-0.4352	-0.2975	-0.2618
C00603	0.3206	-0.1597	0.2469	-0.1283	-0.2375	-0.5695
C00605	0.0592	-0.4532	-0.2185	0.2349	0.2340	-0.1095
C00606	0.6568	-0.1147	0.1987	-0.0857	-0.3679	-0.2201
C00607	0.7831	-0.1930	-0.0582	0.0124	-0.1673	-0.0805
C00617	-0.3336	-0.0222	-0.5855	0.2726	-0.4856	0.0736
C00618	0.5831	0.1230	0.2685	0.2217	0.3933	-0.0464
C00620	0.0376	-0.0188	-0.0385	-0.3737	-0.3640	0.0970
C00621	-0.5105	0.2316	-0.0296	0.1379	0.0491	-0.5037
C00623	0.1786	0.0740	-0.4464	-0.3304	0.1749	0.1596
C00624	0.2773	-0.3525	0.5833	-0.0502	0.3178	0.0443
C00627	-0.2037	0.3415	0.3215	0.0218	-0.2907	0.1408
C00628	-0.1432	0.1525	0.1004	0.4144	0.3276	-0.1508
C00630	-0.2048	-0.0024	0.6700	0.2125	-0.1613	0.0715
C00631	-0.4596	-0.7465	-0.0517	0.2231	0.1847	0.0609
C00632	-0.5687	0.0299	0.3414	-0.0422	-0.4738	-0.2636
C00633	0.4703	0.3440	0.5195	-0.2422	-0.4724	0.4336
C00634	-0.0351	0.3944	-0.1348	0.2121	0.0877	0.3297
C00636	1.4691	1.1715	2.0908	1.0249	1.7456	2.3526
C00637	0.5436	-0.0282	0.7228	0.0457	-0.3334	0.1816
C00638	0.1819	-0.4617	-0.4874	-0.2217	0.2023	0.0478
C00639	0.1111	-0.5222	0.1955	-0.2977	-0.2836	0.1500
C00640	-0.0358	-0.8206	-0.4606	0.2253	0.0838	0.3259
C00641	0.1124	0.2562	-0.1776	0.2528	-0.1410	0.2110
C00642	0.2327	0.5635	0.0381	-0.5586	0.3253	0.2406
C00643	-0.5534	0.0462	-0.0093	-0.4051	-0.1913	0.2187
C00644	-0.4707	-0.1713	-0.1644	0.3251	0.1988	-0.2451
C00645	1.1666	1.5103	1.7518	1.6880	2.1202	2.7931
C00647	-0.7629	0.0378	0.2134	-0.3480	-0.7286	-0.0726
C00652	-0.5410	-0.1445	-0.9302	0.0348	-0.2466	-1.2559
C00655	0.4238	0.6970	-0.1248	-0.2128	0.0895	0.4110
C00658	-0.5558	-0.0380	0.1657	0.2164	-0.3173	-0.3985
C00663	0.2730	0.3999	-0.0264	0.0746	-0.4737	-0.2032
C00664	0.3999	0.0736	0.0264	0.2602	0.4304	0.4704
C00665	0.3204	0.3717	-0.1524	0.2469	-0.7520	0.1515
C00666	-0.1730	0.3351	0.5061	-0.3294	0.2258	-0.0339
C00668	0.3276	-0.4834	-0.1032	-0.4037	0.0866	-0.6807
C00669	-0.5304	0.7477	0.4514	-0.1206	0.3189	-0.1419
C00670	-0.4291	0.1388	0.6401	-0.1541	0.4436	0.0175
C00671	0.3468	0.1915	-0.2764	-0.2194	0.1855	0.4740
C00672	0.0294	-0.6759	0.6318	0.4152	0.0864	-0.0372
C00673	-0.0105	0.1225	-0.1289	0.3827	0.4733	0.0062
C00674	0.2751	-0.0317	-0.7470	0.1795	0.1971	0.0690
C00679	-0.3060	-0.2417	0.2486	-0.0810	0.0640	0.4600
C00680	-0.7606	0.5688	0.3670	0.6603	-0.2489	-0.1443
C00681	0.4290	0.9723	0.5426	1.0440	1.4635	1.2219
C00682	-0.1322	-0.4269	-0.0365	0.2464	1.0039	-0.0609
C00683	-0.0134	0.1739	0.0322	0.1985	-0.5108	-0.4048
C00684	0.2725	0.5376	-0.1764	0.0216	-0.1086	0.5400
C00685	-0.2778	-0.0590	0.2387	-0.1130	0.4098	0.1074
C00688	1.3909	1.4601	1.8769	1.6406	1.8944	2.2567
C00689	0.3334	-0.1814	0.7575	-0.2540	-0.0048	-0.0515
C00691	0.1301	0.0611	-0.3071	0.6131	0.0181	0.0497
C00692	0.5702	-0.3299	-0.3445	0.4844	0.1454	0.1196
C00693	0.2125	0.1131	0.1135	0.1674	0.1051	-0.0486
C00695	1.7294	1.7427	1.1603	2.1861	1.9442	2.3164
C00696	0.9940	0.2882	0.7216	1.4133	1.2197	1.3561
C00697	0.3080	0.3711	0.0019	0.1418	-0.5172	0.0585
C00698	0.6225	-0.3456	0.1447	-0.0846	-0.0551	0.3679
C00700	0.0445	0.6321	0.7814	0.3993	-0.1977	-0.0663
C00704	0.3998	-0.1495	-0.2846	-0.1877	-0.1617	0.4141
C00705	-0.1832	-0.2596	0.3837	0.1440	-0.3041	-0.2523
C00707	0.6384	1.2442	0.4243	1.0923	1.2679	1.3145
C00708	0.2308	-0.0576	-0.0498	0.1786	-0.1231	0.3503
C00712	0.2591	0.1863	-0.2313	0.2235	-0.2278	0.3554
C00714	-0.3073	0.4480	-0.3876	-0.0928	-0.0503	0.1991
C00718	0.2920	-0.0839	-0.4867	0.6073	0.8533	-0.6260
C00719	0.0591	-0.1984	-0.3041	0.0190	-0.6543	0.4452
C00721	0.6746	0.3730	-0.1667	0.2915	-0.1526	-0.1553
C00726	-0.2460	-0.0529	-0.1970	0.9422	-0.1319	0.0564
C00729	-0.1911	0.1199	0.1053	0.4279	0.5444	0.0944
C00734	0.0590	0.1943	-0.6371	-0.4009	0.0756	-0.2374
C00735	-0.2287	-0.0956	0.2633	-0.0285	0.0716	0.2380
C00739	0.4185	-0.3887	-0.2547	-0.4265	0.3440	0.1439
C00740	0.2363	-0.3250	0.3269	0.1712	-0.7511	0.4695
C00741	-0.2501	0.2401	-0.0135	0.1512	0.5555	0.0955
C00744	-0.2427	-0.5301	0.0983	0.6777	0.0520	-0.5024
C00745	-0.0875	0.1998	-0.0933	-0.1525	0.3897	-0.4996
C00748	0.1773	-0.3858	-0.6658	0.1417	-0.2350	0.2372
C00750	0.1485	0.1651	0.2397	-0.0097	-0.3028	0.2752
C00751	0.5380	0.4461	-0.2056	-0.2998	-0.1966	-0.0008
C00752	-0.2120	-0.2507	0.3060	-0.0462	0.5942	0.2408
C00755	-0.2879	-0.1497	-0.0103	-0.6825	0.5462	-0.0417
C00757	-0.4009	-0.1862	0.0266	-0.4440	-0.4243	0.0317
C00760	0.2918	0.4656	-0.2378	0.0757	-0.1575	-0.4137
C00762	-0.2329	-0.3747	-0.4433	-0.0323	-0.3378	-0.2587
C00763	-0.5373	-0.0173	0.4360	-0.1458	-0.1200	0.2738
C00774	-0.1978	0.0578	-0.0890	0.0716	0.1100	-0.2644
C00777	0.0542	-0.0300	0.1801	-0.1251	-0.2208	-0.0182
C00778	1.1588	-0.2079	0.0839	0.5811	0.4897	-0.1750
C00780	-0.6302	0.2135	-0.2296	0.0418	-0.2887	0.0632
C00783	0.2368	0.2720	-0.1976	0.5985	0.7397	-0.1790
C00785	1.0118	1.6287	1.4821	1.6068	2.0391	2.3701
C00786	-0.6504	0.3934	-0.3469	0.3605	-0.4746	0.5143
C00788	0.0840	-0.7309	0.2321	0.2462	-0.0825	0.0010
C00789	0.5952	0.3055	0.2553	0.1351	0.5406	-0.2091
C00791	0.0350	0.2406	-0.5554	-0.2739	-0.1919	-0.2705
C00792	0.0859	0.1345	0.4274	0.3526	-0.5015	-0.1333
C00793	-0.2503	0.2659	0.4170	0.1783	0.0856	-0.1339
C00794	-0.6803	0.3443	0.0661	-0.0491	0.1560	0.4604
C00795	0.6628	-0.3920	0.2881	0.1741	0.5649	0.1074
C00798	-0.4265	0.0736	-0.0386	-0.2321	0.0005	-0.0552
C00800	-0.0884	0.0218	0.2487	-0.0909	0.2582	-0.2752
C00802	0.0496	0.1031	0.2156	-0.3600	-0.2896	0.2901
C00804	0.1910	-0.0142	-0.2446	0.1748	0.2229	-0.0170
C00805	-0.0964	-0.5270	-0.9553	0.4011	-0.0912	1.0070
C00808	0.3244	0.0534	-0.6762	-0.5900	0.1825	-0.1754
C00809	0.1490	0.1603	-0.3295	0.2355	-0.3011	-0.2334
C00810	0.5677	0.3902	-0.3057	0.1003	0.2800	0.0733
C00811	-0.0442	0.2228	0.2318	0.3431	-0.1418	-0.0524
C00813	0.2721	0.2141	0.0960	1.1874	1.1111	1.2767
C00814	-0.0567	0.0588	-0.2419	0.0429	-0.2587	-0.3442
C00817	-0.2484	-0.2850	0.0975	-0.4041	-0.0517	-0.9706
C00818	-0.6599	0.3651	-0.1425	-0.0085	0.0839	0.2187
C00819	0.1740	-0.3896	-0.0437	-0.6088	0.2352	0.5222
C00820	-0.1082	0.0653	0.2684	-0.2522	0.2105	-0.4190
C00822	-0.2204	0.4223	0.2507	-0.2682	0.2346	-0.1437
C00823	-0.0504	-0.2508	0.2098	0.9740	0.1936	0.4943
C00825	-0.3677	-0.4473	0.2017	-0.1064	-0.0756	-0.5206
C00826	-0.2600	-0.0286	0.3557	0.4310	-0.5220	0.1175
C00827	-0.1031	-0.1926	0.4338	0.4400	0.1426	-0.1359
C00828	0.2455	-0.1963	0.1221	-0.4122	-0.6262	0.0979
C00829	-0.0449	-0.2024	-0.0293	0.4115	-0.1489	-0.3799
C00831	0.4912	0.4614	0.0378	0.2466	-0.4773	0.0154
C00832	-0.1802	-0.2709	0.2266	-0.0973	0.6141	-0.3389
C00835	0.1887	0.1575	-0.4732	0.1748	0.1463	0.0099
C00836	1.2662	1.3699	1.6403	2.0589	2.4710	2.0926
C00842	0.9340	1.1537	1.5334	1.6012	2.2218	2.1357
C00844	0.3421	0.2023	0.3134	0.2352	-0.2028	-0.0543
C00845	-0.6895	-0.8968	-0.6392	-0.0823	-0.3008	-0.4299
C00846	-0.1093	0.4393	0.5301	0.1210	0.3926	-0.2921
C00847	-0.3513	0.0140	-0.3555	-0.0974	-0.5756	0.1463
C00853	0.3087	0.2777	0.4013	0.1854	-0.4545	0.0865
C00855	0.7084	1.8520	1.8379	1.9019	2.3947	2.9402
C00857	0.0344	0.0246	0.0410	-0.6122	0.6089	-0.2703
C00858	0.3411	-0.2807	-0.4087	0.1564	0.4161	-0.1174
C00859	0.0684	-0.4514	0.9794	0.3056	-0.0958	-0.5102
C00860	0.3331	0.7758	-0.4394	-0.2178	0.3908	-0.5356
C00861	-0.1415	-0.1754	-0.0867	0.1774	0.4459	0.4033
C00862	0.5460	0.0287	0.4503	-0.3832	0.1162	-0.1158
C00864	-0.4808	-0.1092	-0.9433	-0.1804	-0.2345	-0.0872
C00865	1.3852	1.4456	1.9127	2.4634	2.5694	2.9968
C00868	-0.2433	0.2156	-0.2027	0.3388	-0.4012	-0.1787
C00873	0.2977	0.7793	-0.1776	-0.0735	-0.1219	0.5710
C00876	-0.2743	0.4632	0.1708	0.2352	-0.0423	0.0242
C00877	-0.0771	-0.2565	-0.7737	-0.5084	-0.3665	-0.3099
C00878	-0.2801	0.2615	-0.3139	0.6482	-0.4638	0.1567
C00879	0.1604	-0.0052	-0.1818	0.1314	-0.0918	-0.1233
C00880	0.2547	0.0492	-0.0217	-0.3329	0.2392	0.2681
C00881	0.5347	0.8995	-0.0753	-0.1550	-0.0584	0.2715
C00882	-0.2805	0.0736	-0.2585	-0.1769	-0.6257	-0.0752
C00884	-0.2480	0.1131	0.1409	-0.2035	-0.2162	0.1611
C00885	0.0033	-0.2881	-0.1605	0.2843	-0.0737	0.3240
C00886	1.2222	2.1535	2.2740	1.7024	2.9837	2.5700
C00887	0.0880	-0.1094	0.3021	0.3189	0.1586	0.2794
C00888	0.3125	-0.8624	0.1719	-0.4136	-0.2416	-0.0937
C00894	0.0667	-0.4212	-0.0475	0.3668	0.1981	-0.1516
C00898	0.2635	-0.1683	0.5890	0.3976	-0.4627	0.5680
C00899	0.2174	-0.0406	-0.4653	-0.1572	0.0720	-0.6537
C00903	-0.6568	0.3481	0.1487	-0.2143	0.1084	0.7951
C00905	0.7914	0.1867	-0.3264	0.3007	0.4196	0.0589
C00908	0.1579	0.3798	0.3222	-0.1940	0.0119	-0.3857
C00909	0.3003	0.6270	-0.3772	-0.1449	-0.3432	0.3471
C00916	0.0960	-0.2333	-0.6548	0.1028	-0.2604	0.2935
C00919	0.5125	-0.0810	-0.2792	-0.5495	0.1589	-0.1604
C00921	-0.1015	-0.0538	-0.7232	0.0342	-0.5255	0.0646
C00922	0.3770	-0.2338	0.0309	-0.0703	0.4587	-0.2524
C00925	0.2403	0.6755	0.2272	0.2518	0.4680	-0.0490
C00927	-0.1983	0.4198	-0.0469	-0.1153	0.1498	-0.2946
C00931	-0.6000	-0.0546	-0.0191	0.2100	-0.1692	-0.0074
C00935	-0.2236	-0.3249	-0.1058	-0.3862	-0.3971	0.4704
C00937	0.6630	0.8162	-0.3271	-0.4822	-0.1529	0.9006
C00940	-0.7357	0.4668	0.0346	0.1343	0.1875	-0.2649
C00941	0.0844	-0.0953	0.3452	0.7811	0.2957	-0.0980
C00942	0.0711	0.0181	-0.1172	-0.2013	0.2887	-0.6282
C00944	-0.3554	0.5087	-0.7021	0.1067	-0.1147	0.4929
C00951	0.4746	-0.5037	-0.1197	0.6154	-0.5304	0.4484
C00954	0.2131	-0.0238	-0.1147	0.4054	-0.2062	0.1007
C00955	-0.1031	-0.2894	0.1720	0.0431	-0.3667	0.0883
C00956	-0.0877	0.1727	-0.2858	0.7429	-0.8406	-0.6038
C00957	-0.3230	-0.4173	0.2487	0.4726	0.5672	-0.2281
C00958	0.2317	0.2894	-0.0581	0.2486	0.4550	0.5434
C00961	-0.1244	-0.2654	0.4445	0.5471	-0.0591	0.4023
C00963	0.0699	0.4719	0.2588	0.5559	-0.3531	0.0966
C00965	-0.4268	0.4061	0.4600	-0.2475	0.6277	0.1380
C00966	0.3299	-0.6322	-0.2823	-0.2305	-0.1499	-0.0394
C00969	0.2182	0.4395	-0.0444	-0.2424	-0.2843	0.1745
C00971	0.1714	-0.3100	-0.2283	0.3960	0.4143	0.1052
C00973	-0.2306	-0.2609	0.2350	-0.3669	0.5048	0.0450
C00974	-0.0393	-0.2208	0.0681	-0.0067	0.1840	-0.0915
C00975	0.2132	0.2702	-0.0300	-0.0100	0.1844	-0.1760
C00976	-0.7715	0.3766	-0.2531	-0.0579	-0.0486	0.1589
C00978	0.5070	0.0683	0.0103	0.1682	-0.0452	0.3833
C00979	-0.8195	0.1527	0.1199	0.1629	-0.0577	0.5525
C00984	0.0085	-0.3907	0.0360	0.0525	-0.1845	-0.0600
C00986	-0.2435	0.3254	0.0350	0.2113	0.2942	0.2142
C00988	0.2223	-0.4952	-0.0537	0.6367	-0.2210	0.0973
C00989	-0.3365	-0.1548	0.3841	-0.0041	0.3394	0.2682
C00990	0.6186	0.1756	-0.6059	-0.4715	-0.1100	0.5221
C00992	-0.5905	-0.4999	-0.0889	-0.5617	0.0754	-0.0647
C00993	-0.4478	-0.2720	0.3886	0.3921	-0.3874	0.5428
C00996	1.1366	1.6115	1.3871	1.6461	1.6650	2.0046
C00999	1.2120	1.4648	1.5489	1.1467	2.3922	2.5855
C01001	-0.1383	0.0200	0.0726	0.2583	0.2358	-0.3591
C01005	-1.0654	-1.5778	-1.9775	-1.8137	-2.0132	-2.5303
C01007	0.2269	-0.0040	-0.1175	-0.1245	-0.3305	0.1726
C01010	-0.6571	1.0573	-0.5889	-0.1007	0.3301	-0.3833
C01011	0.0464	0.0567	-0.3056	-0.2413	-0.6833	0.1727
C01013	0.4724	0.0716	0.5883	-0.6321	0.0929	0.0362
C01019	0.5170	0.2296	-0.4528	-0.2944	0.4063	0.7417
C01020	0.0364	-0.2391	0.3105	0.2669	-0.2750	-0.1923
C01024	-0.4848	-0.7013	0.7739	0.0847	-0.5142	0.4690
C01026	-0.1404	-0.6177	-1.1380	-0.4253	-0.8580	-0.8859
C01028	-0.6961	-0.7539	-0.7871	-1.4665	-1.1799	-1.3279
C01031	0.1454	-0.1628	0.0684	0.4533	-0.3845	0.3848
C01033	-0.8146	-1.1402	-0.7282	-1.5603	-1.3738	-1.7774
C01035	0.3009	0.3779	0.7219	0.0443	0.2991	-0.9289
C01036	-0.1838	-0.2085	-0.2912	0.1139	-0.2834	0.1506
C01037	-0.3867	-0.1387	0.3953	-0.4441	-0.2692	-0.0603
C01040	-0.2332	0.2552	0.3005	-0.2992	0.4526	0.0312
C01041	0.0804	-0.0579	-0.0174	0.2713	-0.4540	0.1865
C01042	-0.1010	-0.0752	0.3867	-0.0632	0.1518	0.0288
C01043	-0.2480	-0.3909	-0.2941	-0.4216	-0.9809	-0.6918
C01044	-0.0364	-0.3954	-0.5345	-0.2469	1.2223	-0.3831
C01045	-0.5966	-0.1786	-0.0326	-0.0888	-0.6285	-0.1830
C01046	-0.6116	0.0279	-0.0918	-0.0628	-0.1025	-0.2279
C01050	0.4327	-0.1108	-0.1653	-0.3132	0.0288	-0.0951
C01051	-0.5851	0.1696	0.2487	0.2045	-0.2100	-0.2618
C01053	-0.1188	0.0708	-0.3401	-0.4803	0.2338	0.3254
C01054	-0.0272	0.4290	0.1135	0.4734	-0.4875	-0.3012
C01056	0.2237	-0.5217	-0.3155	0.4204	0.2596	0.0851
C01059	0.4404	-0.1981	0.4392	-0.5498	0.1866	-0.1094
C01060	0.0189	-0.8643	0.2447	-0.0978	0.0200	0.3649
C01061	-0.6462	0.0437	-0.7733	0.5002	0.3843	-0.0494
C01063	0.1055	0.7080	-0.5867	0.0847	-0.2629	0.2766
C01065	0.0271	-0.3074	0.4492	-0.2248	0.1176	0.3700
C01068	-0.2054	-0.0633	0.1998	-0.0196	-0.0900	0.0399
C01069	-0.1661	0.1295	0.3161	0.3172	0.2898	0.2908
C01073	0.0421	0.1789	0.5779	0.1365	-0.3254	0.2815
C01074	0.7356	-0.6772	-0.2215	0.3705	-0.8810	0.2365
C01077	0.1293	0.1383	0.2536	-0.4515	0.3864	-0.1396
C01079	0.1205	-0.2780	0.5491	-0.3754	0.0785	0.5565
C01080	-0.4876	-0.0909	0.1823	0.2138	0.1063	-0.1439
C01081	-0.1462	-0.1509	0.3111	-0.6478	-0.0389	0.0029
C01083	0.0509	-0.4778	0.0751	0.4855	0.0828	0.7553
C01087	-0.2960	-0.3391	-0.7803	0.1070	-0.3888	0.2271
C01088	-0.0147	0.3019	0.8351	0.0338	-0.1480	0.0081
C01089	-0.1918	0.5728	-0.2788	0.1566	0.3781	0.1232
C01091	-0.8189	0.1298	-0.1888	-0.0378	-0.2684	-0.1467
C01092	-0.2241	0.2383	-0.0596	-0.4629	0.2726	0.2322
C01094	-0.0400	-0.4252	-0.2653	-0.0945	0.3380	-0.2067
C01096	0.1556	-0.0621	0.7087	0.2099	-0.2541	0.0670
C01097	-0.0556	-0.4271	0.3481	-0.0413	-0.1233	-0.2691
C01099	-0.0508	0.2123	0.0249	-0.0558	-0.0660	-0.1242
C01100	-0.0161	-0.0368	0.6756	0.5469	-0.3104	-0.7660
C01101	-0.0540	0.0785	0.2615	-0.4110	-0.2284	-0.0621
C01102	0.9906	-0.2126	0.2722	0.5991	0.2555	-0.6459
C01103	0.1354	0.0709	0.0841	-0.6594	0.0112	0.5838
C01104	0.3591	0.3248	0.6894	0.0177	0.6803	0.0757
C01107	0.6229	0.1318	0.3143	-0.4115	-0.2645	-0.0209
C01110	-0.1155	-0.0307	-0.0640	-0.0092	-0.2651	0.4453
C01111	0.0176	-0.5235	0.2902	0.0794	-0.0507	-0.6448
C01112	-0.3131	0.4455	-0.2146	-0.2030	0.2822	-0.3768
C01113	-0.1024	0.3989	0.5221	-0.4117	0.1989	-0.2336
C01114	0.2130	-0.6436	-0.6195	0.1626	-0.0284	0.2212
C01115	0.1756	0.4714	0.0754	-0.0791	-0.0583	0.5195
C01118	-0.0953	-0.3448	0.1533	-0.1718	-0.3343	0.0771
C01120	0.9315	1.1664	1.5542	2.3329	2.2305	2.5076
C01124	-0.3432	0.4964	0.1154	0.1117	-0.1011	-0.3242
C01126	-0.5677	0.0773	-0.0320	-0.2237	-0.0106	-0.5099
C01127	-0.4106	-0.0634	0.0670	0.1107	-0.3204	0.4411
C01131	-0.2801	-0.7901	0.0023	0.3789	0.3309	-0.0214
C01132	-0.2444	0.1947	-0.3264	-0.0413	-0.1607	0.1309
C01134	-0.0088	-0.3256	-0.2121	0.2633	-0.7738	0.3603
C01137	-0.0094	-0.4309	-0.2881	-0.4508	-0.2704	0.4931
C01138	-0.4684	0.0906	0.0147	0.2297	-0.6881	-0.4763
C01142	-0.1335	0.0027	-0.2598	-0.2766	-0.1603	0.7940
C01143	-0.1578	0.3380	-0.2823	-0.1940	-0.2683	-0.3566
C01144	-0.1648	0.1634	-0.1755	-0.1398	-0.2440	-0.0343
C01146	-0.2483	0.2241	0.1565	0.3581	0.1012	0.0471
C01149	-0.1176	0.1736	-0.1439	0.3181	-0.0651	-0.0497
C01151	0.1903	0.4835	-0.1664	0.3067	-0.2124	0.1648
C01152	0.1076	-0.0419	0.2419	0.1630	0.2408	0.1046
C01153	1.2769	1.4463	2.1660	2.4442	1.9890	2.2816
C01157	0.1170	0.2318	0.0285	0.5812	-0.1578	-0.0411
C01159	0.1470	-0.1746	0.1827	-0.2537	-0.1871	0.3077
C01161	-0.1451	0.2934	0.1729	0.1027	-0.4843	0.2889
C01163	-0.2165	0.2823	-0.0274	0.6101	-0.4598	-0.1132
C01164	-0.2954	0.5134	-0.2320	0.1687	-0.2552	-0.1518
C01165	0.0567	0.2076	0.4356	0.2328	-0.3342	-0.3712
C01168	-0.0563	-0.1368	-0.3410	-0.1933	0.7467	-0.2349
C01170	1.1099	1.0087	1.7798	2.6482	2.6018	2.9523
C01172	-0.4044	0.1501	0.2005	-0.3230	0.3167	0.5755
C01176	0.3672	0.1472	0.0996	-0.3722	0.1236	-0.4368
C01177	1.2953	1.6149	1.9368	1.8531	2.2635	2.3739
C01179	0.1274	-0.3346	0.2962	0.3248	-0.7622	-0.0050
C01180	-0.3934	0.5336	-0.3381	0.3786	-0.4102	0.3741
C01181	0.0156	-0.1680	-0.2002	0.1982	0.0665	0.0745
C01182	0.0953	0.0141	-0.4885	0.2782	0.1398	0.2817
C01185	-1.3197	0.3428	0.8511	-0.3915	0.1275	-0.3856
C01186	-0.4966	-0.2654	0.4705	0.2870	-0.4644	-0.3225
C01187	0.2716	-0.1698	-0.6922	-0.4959	-0.3589	0.9635
C01189	0.1288	-0.3324	0.6044	-0.7010	0.4165	0.3100
C01190	0.0659	0.4496	0.2516	0.1744	-0.2803	-0.4232
C01194	0.4345	0.5766	0.6243	0.9539	1.2494	1.0800
C01197	0.5517	-0.1246	0.0462	-0.7037	0.1467	-0.2520
C01198	-0.0997	0.3350	0.2285	0.5030	0.2708	-0.1423
C01203	-0.4097	-0.5192	-1.1404	-1.4371	-1.1321	-1.1396
C01204	0.1317	0.1756	-0.3631	0.5075	0.0246	0.0020
