miRNA	Ensembl.Gene.ID	PLR
mmu-miR-225-5p	ENSMUSG00000026879	2.81
mmu-miR-225-5p	ENSMUSG00000033623	2.57
mmu-miR-225-5p	ENSMUSG00000039187	7.08
mmu-miR-225-5p	ENSMUSG00000047246	5.81
mmu-miR-225-5p	ENSMUSG00000057329	7.98
mmu-miR-225-5p	ENSMUSG00000065012	3.32
mmu-miR-225-5p	ENSMUSG00000073900	5.55
mmu-miR-225-5p	ENSMUSG00000119891	5.34
mmu-miR-226-3p	ENSMUSG00000022986	6.07
mmu-miR-226-3p	ENSMUSG00000026618	2.83
mmu-miR-226-3p	ENSMUSG00000027584	7.91
mmu-miR-226-3p	ENSMUSG00000032411	7.23
mmu-miR-226-3p	ENSMUSG00000067522	5.29
mmu-miR-226-3p	ENSMUSG00000079962	7.65
mmu-miR-226-3p	ENSMUSG00000095524	7.48
mmu-miR-226-3p	ENSMUSG00000106918	2.48
mmu-miR-226-5p	ENSMUSG00000024472	3.38
mmu-miR-226-5p	ENSMUSG00000026771	3.00
mmu-miR-226-5p	ENSMUSG00000027248	2.90
mmu-miR-226-5p	ENSMUSG00000030256	5.23
mmu-miR-226-5p	ENSMUSG00000037531	2.31
mmu-miR-226-5p	ENSMUSG00000037936	4.04
mmu-miR-226-5p	ENSMUSG00000040760	3.51
mmu-miR-226-5p	ENSMUSG00000060244	7.97
mmu-miR-226-5p	ENSMUSG00000064550	1.65
mmu-miR-226-5p	ENSMUSG00000118871	7.12
mmu-miR-226-5p	ENSMUSG00000119476	2.89
mmu-miR-227-3p	ENSMUSG00000005469	3.90
mmu-miR-227-3p	ENSMUSG00000027009	4.75
mmu-miR-227-3p	ENSMUSG00000028405	6.29
mmu-miR-227-3p	ENSMUSG00000038115	7.41
mmu-miR-227-3p	ENSMUSG00000040605	2.31
mmu-miR-227-3p	ENSMUSG00000078355	5.08
mmu-miR-227-3p	ENSMUSG00000089288	3.10
mmu-miR-227-3p	ENSMUSG00000119074	3.35
mmu-miR-227-5p	ENSMUSG00000017652	6.39
mmu-miR-227-5p	ENSMUSG00000024325	1.63
mmu-miR-227-5p	ENSMUSG00000027985	3.97
mmu-miR-227-5p	ENSMUSG00000029231	3.87
mmu-miR-227-5p	ENSMUSG00000030220	7.59
mmu-miR-227-5p	ENSMUSG00000032218	5.76
mmu-miR-227-5p	ENSMUSG00000039840	1.80
mmu-miR-227-5p	ENSMUSG00000040820	5.56
mmu-miR-227-5p	ENSMUSG00000043485	3.95
mmu-miR-227-5p	ENSMUSG00000054520	4.64
mmu-miR-227-5p	ENSMUSG00000118747	3.72
mmu-miR-228-3p	ENSMUSG00000001445	5.81
mmu-miR-228-3p	ENSMUSG00000004056	7.61
mmu-miR-228-3p	ENSMUSG00000027379	5.42
mmu-miR-228-3p	ENSMUSG00000030034	1.54
mmu-miR-228-3p	ENSMUSG00000049806	7.56
mmu-miR-228-5p	ENSMUSG00000000182	2.00
mmu-miR-228-5p	ENSMUSG00000028747	5.69
mmu-miR-228-5p	ENSMUSG00000031805	2.33
mmu-miR-228-5p	ENSMUSG00000034022	3.87
mmu-miR-228-5p	ENSMUSG00000055523	5.53
mmu-miR-228-5p	ENSMUSG00000095527	6.52
mmu-miR-229-3p	ENSMUSG00000019977	6.86
mmu-miR-229-3p	ENSMUSG00000028927	2.35
mmu-miR-229-3p	ENSMUSG00000040249	2.29
mmu-miR-229-3p	ENSMUSG00000056605	3.77
mmu-miR-229-3p	ENSMUSG00000074183	7.94
mmu-miR-229-3p	ENSMUSG00000075189	5.66
mmu-miR-229-3p	ENSMUSG00000080932	2.19
mmu-miR-229-3p	ENSMUSG00000119580	1.74
mmu-miR-229-5p	ENSMUSG00000005465	7.83
mmu-miR-229-5p	ENSMUSG00000021814	4.47
mmu-miR-229-5p	ENSMUSG00000027575	6.91
mmu-miR-229-5p	ENSMUSG00000033825	2.36
mmu-miR-229-5p	ENSMUSG00000036850	4.37
mmu-miR-229-5p	ENSMUSG00000060803	7.41
mmu-miR-229-5p	ENSMUSG00000070106	5.84
mmu-miR-230-3p	ENSMUSG00000000171	5.74
mmu-miR-230-3p	ENSMUSG00000036678	1.65
mmu-miR-230-3p	ENSMUSG00000063179	1.81
mmu-miR-230-3p	ENSMUSG00000094692	4.21
mmu-miR-230-3p	ENSMUSG00000119482	3.05
mmu-miR-230-3p	ENSMUSG00000119762	2.55
mmu-miR-230-5p	ENSMUSG00000025060	4.58
mmu-miR-230-5p	ENSMUSG00000026401	7.88
mmu-miR-230-5p	ENSMUSG00000040249	1.53
mmu-miR-230-5p	ENSMUSG00000050370	4.12
mmu-miR-231-3p	ENSMUSG00000001415	5.46
mmu-miR-231-3p	ENSMUSG00000020566	1.62
mmu-miR-231-3p	ENSMUSG00000023393	7.43
mmu-miR-231-3p	ENSMUSG00000030871	7.44
mmu-miR-231-5p	ENSMUSG00000004347	5.27
mmu-miR-231-5p	ENSMUSG00000004455	6.83
mmu-miR-231-5p	ENSMUSG00000020900	2.89
mmu-miR-231-5p	ENSMUSG00000021033	2.89
mmu-miR-231-5p	ENSMUSG00000027984	5.80
mmu-miR-231-5p	ENSMUSG00000028059	5.11
mmu-miR-231-5p	ENSMUSG00000029622	7.64
mmu-miR-231-5p	ENSMUSG00000096254	7.94
mmu-miR-231-5p	ENSMUSG00000107822	5.33
mmu-miR-231-5p	ENSMUSG00002076380	1.79
mmu-miR-232-3p	ENSMUSG00000029680	3.45
mmu-miR-232-3p	ENSMUSG00000032691	3.80
mmu-miR-232-3p	ENSMUSG00000057134	3.93
mmu-miR-232-3p	ENSMUSG00000064748	3.79
mmu-miR-232-3p	ENSMUSG00000075137	8.00
mmu-miR-232-3p	ENSMUSG00000119176	4.41
mmu-miR-232-5p	ENSMUSG00000005575	7.13
mmu-miR-232-5p	ENSMUSG00000020123	5.78
mmu-miR-232-5p	ENSMUSG00000022822	3.18
mmu-miR-232-5p	ENSMUSG00000031220	7.18
mmu-miR-232-5p	ENSMUSG00000031762	3.33
mmu-miR-232-5p	ENSMUSG00000036825	6.53
mmu-miR-232-5p	ENSMUSG00000044560	1.90
mmu-miR-232-5p	ENSMUSG00000059043	4.41
mmu-miR-232-5p	ENSMUSG00000065402	1.92
mmu-miR-232-5p	ENSMUSG00000074183	6.22
mmu-miR-232-5p	ENSMUSG00000074797	3.23
mmu-miR-232-5p	ENSMUSG00000119175	3.89
mmu-miR-233-3p	ENSMUSG00000031960	6.47
mmu-miR-233-3p	ENSMUSG00000036402	5.91
mmu-miR-233-3p	ENSMUSG00000043569	7.87
mmu-miR-233-3p	ENSMUSG00000065256	4.76
mmu-miR-233-3p	ENSMUSG00000071552	4.88
mmu-miR-233-3p	ENSMUSG00000118919	4.58
mmu-miR-233-5p	ENSMUSG00000001415	7.68
mmu-miR-233-5p	ENSMUSG00000030189	3.29
mmu-miR-233-5p	ENSMUSG00000036817	4.28
mmu-miR-233-5p	ENSMUSG00000039501	6.85
mmu-miR-233-5p	ENSMUSG00000064772	3.76
mmu-miR-233-5p	ENSMUSG00000111119	5.55
mmu-miR-234-3p	ENSMUSG00000001642	1.96
mmu-miR-234-3p	ENSMUSG00000015316	7.91
mmu-miR-234-3p	ENSMUSG00000028645	6.91
mmu-miR-234-3p	ENSMUSG00000041747	5.32
mmu-miR-234-3p	ENSMUSG00000045994	4.88
mmu-miR-234-3p	ENSMUSG00000055024	4.86
mmu-miR-234-3p	ENSMUSG00000060036	6.57
mmu-miR-234-3p	ENSMUSG00000079263	4.56
mmu-miR-234-3p	ENSMUSG00000119216	2.51
mmu-miR-234-3p	ENSMUSG00000119280	6.95
mmu-miR-234-3p	ENSMUSG00000119321	7.79
mmu-miR-234-5p	ENSMUSG00000000308	6.42
mmu-miR-234-5p	ENSMUSG00000018537	7.84
mmu-miR-234-5p	ENSMUSG00000020097	6.86
mmu-miR-234-5p	ENSMUSG00000096054	2.87
mmu-miR-235-3p	ENSMUSG00000020022	3.62
mmu-miR-235-3p	ENSMUSG00000027875	2.34
mmu-miR-235-3p	ENSMUSG00000064632	4.22
mmu-miR-235-3p	ENSMUSG00000096858	5.75
mmu-miR-235-5p	ENSMUSG00000018362	7.48
mmu-miR-235-5p	ENSMUSG00000022814	4.08
mmu-miR-235-5p	ENSMUSG00000027602	6.34
mmu-miR-235-5p	ENSMUSG00000040605	3.71
mmu-miR-235-5p	ENSMUSG00000043089	4.17
mmu-miR-235-5p	ENSMUSG00000047155	1.51
mmu-miR-235-5p	ENSMUSG00000061068	3.96
mmu-miR-235-5p	ENSMUSG00000064413	4.09
mmu-miR-235-5p	ENSMUSG00000064738	2.26
mmu-miR-235-5p	ENSMUSG00000075151	4.13
mmu-miR-235-5p	ENSMUSG00000094678	6.84
mmu-miR-236-3p	ENSMUSG00000012405	3.05
mmu-miR-236-3p	ENSMUSG00000021224	1.82
mmu-miR-236-3p	ENSMUSG00000023830	4.32
mmu-miR-236-3p	ENSMUSG00000024436	7.08
mmu-miR-236-3p	ENSMUSG00000028758	2.47
mmu-miR-236-3p	ENSMUSG00000032604	2.08
mmu-miR-236-3p	ENSMUSG00000065657	7.92
mmu-miR-236-3p	ENSMUSG00000069270	2.87
mmu-miR-236-3p	ENSMUSG00000094182	2.10
mmu-miR-236-3p	ENSMUSG00000095576	5.35
mmu-miR-236-3p	ENSMUSG00000101874	4.34
mmu-miR-236-5p	ENSMUSG00000023939	5.23
mmu-miR-236-5p	ENSMUSG00000028974	6.76
mmu-miR-236-5p	ENSMUSG00000029231	2.58
mmu-miR-236-5p	ENSMUSG00000031812	2.52
mmu-miR-236-5p	ENSMUSG00000040269	3.59
mmu-miR-236-5p	ENSMUSG00000046150	4.24
mmu-miR-236-5p	ENSMUSG00000058267	3.79
mmu-miR-236-5p	ENSMUSG00000059473	4.20
mmu-miR-236-5p	ENSMUSG00000113237	2.40
mmu-miR-237-3p	ENSMUSG00000021701	1.82
mmu-miR-237-3p	ENSMUSG00000042993	1.68
mmu-miR-237-3p	ENSMUSG00000056493	4.24
mmu-miR-237-3p	ENSMUSG00000059070	4.29
mmu-miR-237-3p	ENSMUSG00000064120	3.99
mmu-miR-237-3p	ENSMUSG00000091950	6.03
mmu-miR-237-3p	ENSMUSG00000118907	2.52
mmu-miR-237-5p	ENSMUSG00000038754	3.38
mmu-miR-237-5p	ENSMUSG00000047347	3.85
mmu-miR-237-5p	ENSMUSG00000047459	2.98
mmu-miR-237-5p	ENSMUSG00000051611	5.53
mmu-miR-237-5p	ENSMUSG00000053862	4.77
mmu-miR-237-5p	ENSMUSG00000073959	6.04
mmu-miR-237-5p	ENSMUSG00000119820	6.51
mmu-miR-238-3p	ENSMUSG00000006056	6.02
mmu-miR-238-3p	ENSMUSG00000020609	6.25
mmu-miR-238-3p	ENSMUSG00000021311	7.86
mmu-miR-238-3p	ENSMUSG00000024109	7.35
mmu-miR-238-3p	ENSMUSG00000027596	5.65
mmu-miR-238-3p	ENSMUSG00000029231	6.63
mmu-miR-238-3p	ENSMUSG00000030432	2.41
mmu-miR-238-3p	ENSMUSG00000031447	5.17
mmu-miR-238-3p	ENSMUSG00000032123	3.56
mmu-miR-238-3p	ENSMUSG00000055817	2.86
mmu-miR-238-3p	ENSMUSG00000118727	6.53
mmu-miR-238-3p	ENSMUSG00000118799	2.04
mmu-miR-238-5p	ENSMUSG00000000184	7.10
mmu-miR-238-5p	ENSMUSG00000032396	5.70
mmu-miR-238-5p	ENSMUSG00000034457	5.10
mmu-miR-238-5p	ENSMUSG00000042796	2.42
mmu-miR-238-5p	ENSMUSG00000043301	4.80
mmu-miR-238-5p	ENSMUSG00000053916	4.87
mmu-miR-238-5p	ENSMUSG00000057177	7.00
mmu-miR-238-5p	ENSMUSG00000074841	6.06
mmu-miR-238-5p	ENSMUSG00000094881	1.70
mmu-miR-238-5p	ENSMUSG00000119122	4.77
mmu-miR-239-3p	ENSMUSG00000020514	1.51
mmu-miR-239-3p	ENSMUSG00000038195	7.06
mmu-miR-239-3p	ENSMUSG00000067235	2.73
mmu-miR-239-3p	ENSMUSG00000073411	3.80
mmu-miR-239-3p	ENSMUSG00000075110	5.66
mmu-miR-239-3p	ENSMUSG00000096069	5.22
mmu-miR-239-3p	ENSMUSG00000118804	3.65
mmu-miR-239-3p	ENSMUSG00000141775	2.54
mmu-miR-239-5p	ENSMUSG00000027384	3.11
mmu-miR-239-5p	ENSMUSG00000027776	6.88
mmu-miR-239-5p	ENSMUSG00000031960	6.82
mmu-miR-239-5p	ENSMUSG00000040562	4.15
mmu-miR-239-5p	ENSMUSG00000041992	1.94
mmu-miR-239-5p	ENSMUSG00000078202	2.66
mmu-miR-239-5p	ENSMUSG00000119807	6.49
mmu-miR-240-3p	ENSMUSG00000025892	2.23
mmu-miR-240-3p	ENSMUSG00000026479	3.80
mmu-miR-240-3p	ENSMUSG00000029436	2.58
mmu-miR-240-3p	ENSMUSG00000039662	4.39
mmu-miR-240-3p	ENSMUSG00000040865	7.22
mmu-miR-240-3p	ENSMUSG00000042042	2.25
mmu-miR-240-3p	ENSMUSG00000045098	7.45
mmu-miR-240-3p	ENSMUSG00000047459	7.34
mmu-miR-240-3p	ENSMUSG00000057050	3.63
mmu-miR-240-3p	ENSMUSG00000081225	5.42
mmu-miR-240-5p	ENSMUSG00000002308	4.89
mmu-miR-240-5p	ENSMUSG00000019102	3.01
mmu-miR-240-5p	ENSMUSG00000029755	1.53
mmu-miR-240-5p	ENSMUSG00000065869	6.56
mmu-miR-241-3p	ENSMUSG00000025172	2.33
mmu-miR-241-3p	ENSMUSG00000029776	3.29
mmu-miR-241-3p	ENSMUSG00000037013	2.04
mmu-miR-241-3p	ENSMUSG00000044201	7.79
mmu-miR-241-3p	ENSMUSG00000045341	2.48
mmu-miR-241-3p	ENSMUSG00000048230	7.95
mmu-miR-241-3p	ENSMUSG00000083011	5.29
mmu-miR-241-5p	ENSMUSG00000004056	4.18
mmu-miR-241-5p	ENSMUSG00000009406	5.11
mmu-miR-241-5p	ENSMUSG00000026208	6.34
mmu-miR-241-5p	ENSMUSG00000053470	5.35
mmu-miR-241-5p	ENSMUSG00000056025	4.53
mmu-miR-241-5p	ENSMUSG00000062421	5.70
mmu-miR-241-5p	ENSMUSG00000075094	4.84
mmu-miR-241-5p	ENSMUSG00000078676	7.78
mmu-miR-241-5p	ENSMUSG00000091086	3.73
mmu-miR-242-3p	ENSMUSG00000004341	6.99
mmu-miR-242-3p	ENSMUSG00000021789	3.63
mmu-miR-242-3p	ENSMUSG00000022483	7.91
mmu-miR-242-3p	ENSMUSG00000024608	7.21
mmu-miR-242-3p	ENSMUSG00000025340	5.27
mmu-miR-242-3p	ENSMUSG00000027009	3.58
mmu-miR-242-3p	ENSMUSG00000028838	6.72
mmu-miR-242-3p	ENSMUSG00000037601	7.86
mmu-miR-242-3p	ENSMUSG00000039419	2.55
mmu-miR-242-3p	ENSMUSG00000040850	1.64
mmu-miR-242-3p	ENSMUSG00000044923	6.45
mmu-miR-242-3p	ENSMUSG00000045678	6.80
mmu-miR-242-5p	ENSMUSG00000004846	4.71
mmu-miR-242-5p	ENSMUSG00000005575	5.47
mmu-miR-242-5p	ENSMUSG00000020048	4.21
mmu-miR-242-5p	ENSMUSG00000026134	6.96
mmu-miR-242-5p	ENSMUSG00000029436	5.49
mmu-miR-242-5p	ENSMUSG00000071552	7.65
mmu-miR-242-5p	ENSMUSG00000118747	3.35
mmu-miR-242-5p	ENSMUSG00000118910	1.60
mmu-miR-243-3p	ENSMUSG00000020572	2.55
mmu-miR-243-3p	ENSMUSG00000030611	4.69
mmu-miR-243-3p	ENSMUSG00000031639	4.28
mmu-miR-243-3p	ENSMUSG00000034126	1.62
mmu-miR-243-3p	ENSMUSG00000043089	2.56
mmu-miR-243-3p	ENSMUSG00000056148	5.44
mmu-miR-243-3p	ENSMUSG00000065564	2.03
mmu-miR-243-3p	ENSMUSG00000078118	2.01
mmu-miR-243-3p	ENSMUSG00000079298	5.25
mmu-miR-243-3p	ENSMUSG00000096679	4.75
mmu-miR-243-3p	ENSMUSG00000119561	6.52
mmu-miR-243-5p	ENSMUSG00000020289	4.18
mmu-miR-243-5p	ENSMUSG00000040435	4.51
mmu-miR-243-5p	ENSMUSG00000067058	3.71
mmu-miR-243-5p	ENSMUSG00000095928	2.74
mmu-miR-244-3p	ENSMUSG00000008763	6.96
mmu-miR-244-3p	ENSMUSG00000019970	2.91
mmu-miR-244-3p	ENSMUSG00000026409	5.94
mmu-miR-244-3p	ENSMUSG00000029521	4.44
mmu-miR-244-3p	ENSMUSG00000035342	2.39
mmu-miR-244-3p	ENSMUSG00000040627	3.87
mmu-miR-244-3p	ENSMUSG00000045678	3.27
mmu-miR-244-3p	ENSMUSG00000060205	6.25
mmu-miR-244-3p	ENSMUSG00000079042	3.35
mmu-miR-244-3p	ENSMUSG00000079550	5.57
mmu-miR-244-3p	ENSMUSG00000108728	7.28
mmu-miR-244-3p	ENSMUSG00000119482	2.82
mmu-miR-244-5p	ENSMUSG00000001507	5.02
mmu-miR-244-5p	ENSMUSG00000007033	1.53
mmu-miR-244-5p	ENSMUSG00000017390	7.53
mmu-miR-244-5p	ENSMUSG00000030541	6.39
mmu-miR-244-5p	ENSMUSG00000038181	2.60
mmu-miR-244-5p	ENSMUSG00000046756	2.94
mmu-miR-244-5p	ENSMUSG00000065575	4.63
mmu-miR-244-5p	ENSMUSG00000088656	2.44
mmu-miR-245-3p	ENSMUSG00000023967	4.53
mmu-miR-245-3p	ENSMUSG00000026114	2.63
mmu-miR-245-3p	ENSMUSG00000027776	7.89
mmu-miR-245-3p	ENSMUSG00000029486	7.08
mmu-miR-245-3p	ENSMUSG00000032186	7.48
mmu-miR-245-3p	ENSMUSG00000044641	1.73
mmu-miR-245-3p	ENSMUSG00000065029	7.77
mmu-miR-245-3p	ENSMUSG00000070934	5.92
mmu-miR-245-3p	ENSMUSG00000094185	4.02
mmu-miR-245-5p	ENSMUSG00000024587	4.99
mmu-miR-245-5p	ENSMUSG00000028411	5.72
mmu-miR-245-5p	ENSMUSG00000030795	6.83
mmu-miR-245-5p	ENSMUSG00000037202	3.64
mmu-miR-245-5p	ENSMUSG00000074489	2.75
mmu-miR-246-3p	ENSMUSG00000023067	3.67
mmu-miR-246-3p	ENSMUSG00000036850	2.32
mmu-miR-246-3p	ENSMUSG00000042351	6.18
mmu-miR-246-3p	ENSMUSG00000048915	4.19
mmu-miR-246-3p	ENSMUSG00000058354	2.16
mmu-miR-246-3p	ENSMUSG00000061068	5.55
mmu-miR-246-3p	ENSMUSG00000118723	7.36
mmu-miR-246-3p	ENSMUSG00000119561	3.70
mmu-miR-246-5p	ENSMUSG00000003808	5.60
mmu-miR-246-5p	ENSMUSG00000018395	2.69
mmu-miR-246-5p	ENSMUSG00000039585	7.60
mmu-miR-246-5p	ENSMUSG00000119002	7.27
mmu-miR-247-3p	ENSMUSG00000031447	3.80
mmu-miR-247-3p	ENSMUSG00000058005	6.40
mmu-miR-247-3p	ENSMUSG00000065397	7.34
mmu-miR-247-3p	ENSMUSG00000079299	4.33
mmu-miR-247-3p	ENSMUSG00000089563	3.87
mmu-miR-247-3p	ENSMUSG00000119402	7.65
mmu-miR-247-5p	ENSMUSG00000022241	2.49
mmu-miR-247-5p	ENSMUSG00000031565	6.68
mmu-miR-247-5p	ENSMUSG00000031585	5.13
mmu-miR-247-5p	ENSMUSG00000038374	3.32
mmu-miR-247-5p	ENSMUSG00000046223	3.01
mmu-miR-247-5p	ENSMUSG00000064772	5.48
mmu-miR-248-3p	ENSMUSG00000025793	4.84
mmu-miR-248-3p	ENSMUSG00000025889	3.89
mmu-miR-248-3p	ENSMUSG00000028496	1.96
mmu-miR-248-3p	ENSMUSG00000049149	4.63
mmu-miR-248-3p	ENSMUSG00000073931	4.03
mmu-miR-248-5p	ENSMUSG00000000563	6.99
mmu-miR-248-5p	ENSMUSG00000019831	5.98
mmu-miR-248-5p	ENSMUSG00000025817	6.84
mmu-miR-248-5p	ENSMUSG00000065111	7.07
mmu-miR-248-5p	ENSMUSG00000071649	7.57
mmu-miR-248-5p	ENSMUSG00000075168	6.12
mmu-miR-249-3p	ENSMUSG00000020349	5.58
mmu-miR-249-3p	ENSMUSG00000025163	7.76
mmu-miR-249-3p	ENSMUSG00000040650	1.84
mmu-miR-249-3p	ENSMUSG00000059504	5.44
mmu-miR-249-5p	ENSMUSG00000038838	2.99
mmu-miR-249-5p	ENSMUSG00000044985	4.56
mmu-miR-249-5p	ENSMUSG00000079440	7.17
mmu-miR-249-5p	ENSMUSG00000119520	2.98
