RegulatorID	Batch_1_Ctr_0H	Batch_2_Ctr_0H	Batch_4_Ctr_0H	Batch_1_Ctr_2H	Batch_3_Ctr_2H	Batch_4_Ctr_2H	Batch_1_Ctr_6H	Batch_3_Ctr_6H	Batch_4_Ctr_6H	Batch_1_Ctr_12H	Batch_3_Ctr_12H	Batch_4_Ctr_12H	Batch_1_Ctr_18H	Batch_3_Ctr_18H	Batch_4_Ctr_18H	Batch_1_Ctr_24H	Batch_3_Ctr_24H	Batch_4_Ctr_24H	Batch_1_Ik_0H	Batch_2_Ik_0H	Batch_4_Ik_0H	Batch_1_Ik_2H	Batch_3_Ik_2H	Batch_4_Ik_2H	Batch_1_Ik_6H	Batch_3_Ik_6H	Batch_4_Ik_6H	Batch_1_Ik_12H	Batch_3_Ik_12H	Batch_4_Ik_12H	Batch_1_Ik_18H	Batch_3_Ik_18H	Batch_4_Ik_18H	Batch_1_Ik_24H	Batch_3_Ik_24H	Batch_4_Ik_24H
Rxra	11.024097	11.171903	11.325974	11.143583	10.952811	10.627929	11.257760	10.660775	10.379155	11.724677	11.259578	11.068264	11.486167	11.011076	10.715432	11.439263	11.189311	11.104297	12.020483	11.845792	12.217236	11.223678	11.175281	11.020778	10.959444	10.437700	10.914999	10.363833	10.028224	10.294909	9.997549	10.068878	10.053374	10.108390	9.770532	9.692521
Satb1	10.996071	11.041724	10.839435	10.621948	10.922304	10.800215	11.080957	11.084468	10.912111	10.710620	10.996457	11.018312	10.721354	10.769979	10.869807	10.974393	10.902514	11.146540	12.131121	12.152119	12.175304	12.792028	13.074280	13.243598	12.824705	12.992564	12.940019	12.988126	13.313036	13.267532	13.053021	12.991970	13.106024	13.132203	13.244501	13.381204
Sertad1	10.944575	10.683028	10.182639	10.398218	10.542259	10.716022	10.992385	10.751176	11.261186	10.696636	10.563364	10.948447	10.844470	10.743263	11.169554	10.986782	10.968272	10.782734	11.034207	10.879921	10.230151	10.612783	10.471344	10.062360	10.729925	10.998322	10.822309	11.828454	11.285262	11.450810	12.073852	11.639910	11.977843	11.891043	11.767593	11.926447
Sf1	15.536373	15.465639	15.481171	15.536652	15.622495	15.488109	15.662047	15.507375	15.419247	15.547683	15.525820	15.501608	15.519688	15.501210	15.622420	15.603157	15.615981	15.778212	15.349223	15.350575	15.441509	15.566143	15.597901	15.679644	15.726908	15.756179	15.447373	15.687791	15.957482	15.740042	15.528649	15.608450	15.479507	15.293244	15.527419	15.303681
Sin3a	13.233392	13.159456	13.307917	13.244166	13.141380	13.017928	13.451160	13.156645	13.147602	13.298362	13.130160	13.030568	13.225923	13.149620	13.111411	13.254203	13.209354	13.084165	13.175244	13.092249	13.139253	13.245879	13.170619	13.065978	13.385543	13.196006	13.426577	13.385030	13.300814	13.285984	13.218730	13.244196	13.324345	13.165868	13.011128	13.229974
Sin3b	13.726174	13.814138	13.518725	13.874384	13.688321	14.089474	13.995812	13.864824	14.067198	13.507715	13.543685	13.747082	13.480074	13.441519	13.887896	13.596754	13.484873	13.633757	13.649094	13.508591	13.464125	13.713407	14.035271	14.352676	13.825037	14.223668	14.351494	14.137037	13.875787	14.443035	14.115271	14.163118	14.255004	14.128853	14.013256	14.163040
Sirt1	10.458210	10.431402	10.461676	10.985052	10.427918	11.382269	10.686905	10.689497	11.829690	10.743835	10.894788	11.296102	10.865464	10.977468	11.993294	10.605106	10.782718	10.608146	10.702515	10.793392	10.661795	11.343488	11.050315	10.862839	11.043457	11.145673	11.205430	10.581469	10.632525	11.175871	10.792565	10.712861	10.356549	10.360348	10.716986	10.273530
Ski	12.629423	12.652705	12.754351	12.379098	12.794148	12.448623	12.169576	12.560213	12.050963	12.543611	12.766038	12.441932	12.495839	12.757556	12.395701	12.448723	12.847108	12.440573	12.028999	12.091324	12.081884	12.150559	11.858103	11.587030	12.394646	12.140539	11.636758	12.191537	12.461443	12.014590	11.952765	12.045989	11.912860	12.302714	12.182423	12.263291
Skil	9.137080	8.895843	9.632923	9.595763	9.283103	9.322922	8.773333	8.639176	8.627425	9.420760	9.360387	8.656704	9.174039	9.417480	8.787640	8.987873	9.273538	8.337134	9.124404	9.349071	9.334583	9.681960	9.128436	8.581796	9.562102	9.346282	10.314506	8.836166	8.570275	7.768287	9.156794	9.291660	9.013205	9.637347	9.329847	9.603109
Smad2	12.171307	12.010710	12.306886	12.142747	12.308070	12.337562	12.009681	11.974825	12.100183	12.269765	12.238459	12.150180	12.269120	12.329172	12.524413	12.139847	12.306224	12.196579	12.089391	12.086611	12.190615	12.345911	12.233718	12.029415	12.240222	12.194294	12.522376	11.951299	12.164349	11.906929	12.084196	11.974419	12.029643	12.117068	12.178328	12.170006
Smad3	14.235572	14.092019	14.233082	14.236060	14.232579	13.410592	13.989644	14.005307	13.405170	14.407869	14.238629	13.851726	14.341465	14.093000	13.384606	14.173506	14.245101	13.934113	14.308273	14.332925	14.379621	13.504210	13.490726	12.687883	13.861222	13.425351	13.039776	14.023054	14.056206	13.669355	15.080514	14.883213	14.909011	15.394218	15.091357	15.263398
Smad4	12.769872	12.609472	12.721023	12.421516	12.556191	12.452431	12.590682	12.510905	12.508986	12.512592	12.624376	12.434943	12.417152	12.358498	12.369955	12.718362	12.656624	12.790367	12.776394	12.546045	12.770329	12.514245	12.634781	12.720587	12.697870	12.679145	12.615692	13.025395	12.868241	13.081471	13.306680	13.014944	13.168359	13.331419	12.973227	13.257631
Smad5	11.845033	11.908875	11.959193	12.089817	11.903422	11.447485	11.872700	11.669405	11.595095	11.895950	11.889874	11.788122	11.690229	11.593236	12.008395	11.688373	12.003526	11.828095	12.177305	11.843273	12.034821	11.952843	11.951135	11.561847	12.243177	11.877917	11.728502	11.744212	11.671011	12.281756	12.403802	12.210208	12.420964	12.477405	12.428319	12.558825
Smad7	11.730335	11.641345	11.763073	11.463623	11.837561	11.465309	11.660739	11.257968	11.337521	11.454072	11.135918	11.201798	11.519096	11.242337	11.328808	11.468516	11.111403	11.184792	12.027075	11.995915	11.984109	12.006451	12.172610	11.848523	12.167712	12.022285	12.240376	11.932340	12.185117	12.358623	12.544561	12.483404	12.873807	12.436203	12.408165	12.735234
Smarca2	11.125217	11.036644	11.066945	11.028599	10.972127	10.906658	11.202548	11.157348	10.927334	11.083459	11.159027	11.001413	11.266108	11.158908	10.995563	11.194490	10.949574	11.127339	10.873433	11.091052	11.148375	11.012372	10.885011	11.199705	11.177977	11.480719	11.596554	11.608647	11.799078	11.557248	11.578050	11.788080	11.674783	11.796923	11.731610	11.789147
Smarca4	15.753925	15.672661	15.866546	15.741121	15.707548	15.734674	15.697160	15.678750	15.582733	15.832464	15.768942	15.613432	15.772922	15.867038	15.682307	15.717913	15.617674	15.598836	15.627510	15.651622	15.753147	15.945688	15.784506	16.018565	16.176777	16.053005	16.167676	16.563192	16.498077	16.261494	17.096335	17.185417	17.066840	17.379617	17.083031	17.286043
Smarca5	14.479281	14.468739	14.765648	14.520543	14.564777	14.473885	14.167769	14.497145	14.349971	14.574743	14.690153	14.485436	14.809277	14.925603	14.240581	14.573408	14.624783	14.011358	14.536961	14.857687	14.785374	14.827084	14.401814	14.517274	14.550871	14.440842	14.557843	14.428058	14.181812	13.997841	14.157068	14.332308	14.427678	14.174222	14.097964	14.109748
Smarcc1	15.189779	15.190027	15.229130	15.150763	15.184805	14.731168	15.119322	14.981574	14.680868	15.351979	15.271081	15.033045	15.140052	14.898593	15.005809	15.063650	15.145968	15.089444	15.265323	15.001531	15.262751	14.943924	15.010707	14.645707	15.255641	14.953003	14.868810	14.919325	15.075955	15.187888	15.135585	14.992979	15.028782	14.953871	14.885536	14.784659
Smarcd1	14.155608	14.151066	14.289266	14.219825	14.299722	13.692559	14.081894	13.967239	13.543084	14.216017	14.114651	13.843073	14.142774	13.851103	13.743621	13.939100	14.090510	14.008089	14.259364	14.077143	14.434424	14.406889	14.341687	13.864158	14.754759	14.365971	14.220519	14.507187	14.829148	14.693547	14.985757	14.992687	14.964989	15.018571	14.982404	15.019215
Smurf2	11.520192	11.592547	11.604193	11.585118	11.602513	11.311362	11.382396	11.269744	11.168397	11.524586	11.482144	11.387836	11.485332	11.469487	11.346060	11.555114	11.569073	11.518699	12.084331	11.869308	11.895890	11.826901	11.949533	11.799130	11.877386	11.599832	11.630898	12.048380	11.968761	12.036352	11.995912	11.796418	11.740393	12.036711	11.916030	11.971212
Snai1	6.480466	5.817193	7.477492	7.847011	7.520205	5.546217	7.853524	6.884961	5.967475	7.264371	7.163663	5.002939	7.206513	6.794954	6.594208	7.276606	6.457249	5.729643	5.993643	5.419725	7.100476	7.163343	6.637580	6.989648	8.270218	7.337674	9.221839	7.625400	7.932553	8.711339	8.314143	8.681013	8.899111	8.400760	8.271494	8.344958
Snd1	15.042109	15.022897	15.118522	15.070503	15.100010	14.599449	15.177748	14.949526	14.668456	15.219289	15.202179	14.823297	15.027858	14.766368	14.926165	15.213772	15.033407	15.233095	15.109785	14.715661	14.850946	14.621661	14.878111	14.640866	15.034058	14.992914	15.130510	15.098361	14.926464	15.234826	14.897133	14.846184	14.820179	14.798060	14.506280	14.615253
Sox15	13.334999	12.978791	13.308045	13.105353	13.400938	13.242158	13.964106	13.319416	13.155607	13.180194	13.327522	12.852545	13.444193	13.421924	13.330652	13.402614	13.396752	13.720056	12.969330	13.453640	13.318205	12.613140	12.417491	12.057137	10.839915	10.896512	10.400293	9.481006	10.281057	7.979284	11.062367	11.016745	10.913574	11.069367	11.490941	11.075313
Sox4	15.002976	14.850659	14.696616	14.704305	14.725438	15.292479	14.838832	14.846739	15.216295	14.121539	14.077401	14.463170	14.311330	14.310404	14.805570	14.399742	14.124507	14.359566	15.097470	15.210120	14.939500	15.115479	15.182726	15.803720	14.583132	14.853809	15.000982	15.595842	15.503597	15.795287	16.550161	16.379718	16.707688	16.663108	16.836207	16.943931
Sp1	13.266757	13.118039	13.537504	13.475713	13.288637	12.409291	12.969673	12.871866	12.273293	13.571584	13.358311	12.838590	13.409569	13.098067	12.301804	13.336341	13.317965	12.708650	13.656371	13.433720	13.711443	13.063057	12.918654	11.872161	13.351593	12.679119	12.561559	12.762284	12.910870	12.680295	13.357355	13.189387	13.066147	13.191957	12.952181	12.960163
Sp2	11.859475	11.764152	12.118915	12.119314	12.095018	11.226274	12.005836	11.481553	10.942609	12.240763	12.072363	11.397635	12.176167	11.891320	11.537898	12.028365	12.051099	11.898302	11.808795	11.669386	11.935449	12.119499	11.688625	11.356405	12.356030	11.811572	11.513708	11.963085	12.104244	11.285043	12.308645	12.368059	12.130379	12.054053	12.163205	11.900217
Sp3	13.062982	12.789506	13.228868	12.980599	12.862475	11.951802	12.580733	12.455646	11.951600	13.088282	12.875235	12.231473	12.821568	12.600452	12.065850	12.844070	12.806389	12.275918	13.395129	13.011649	13.239107	12.713212	12.606053	11.921203	12.974802	12.671261	12.239815	12.850783	12.770736	12.974407	13.149769	13.366867	13.460663	13.201287	13.049720	13.201686
Sp4	11.120582	11.251166	11.033490	10.965536	11.057845	10.631422	10.971478	10.611349	9.993480	11.205308	10.637238	10.441709	10.656952	10.217323	9.477248	10.942893	10.452381	10.635491	11.307604	10.972064	11.583458	11.653341	11.646817	11.585851	12.447850	12.217650	11.547446	12.170627	12.067078	12.347473	12.798750	12.923460	12.927591	13.005057	12.658330	12.666538
Sp7	5.889544	6.208578	5.551622	6.188524	6.584877	5.825683	5.130635	5.986753	5.616304	6.984233	7.759899	7.281172	6.534293	6.761386	5.347787	6.583962	7.399581	6.878031	8.216079	8.577216	8.647067	7.169301	7.489498	6.281880	5.497111	6.340618	4.864663	5.254425	5.950915	5.534015	7.005984	6.980904	6.382912	6.551298	7.137556	6.848719
Spib	7.701218	8.187411	7.992814	7.776220	8.351043	7.998202	8.823733	7.833224	7.605561	7.969024	7.302229	7.176417	7.653083	7.417293	6.955768	6.896704	6.938118	6.092103	7.534678	7.239606	7.678059	8.976982	8.959137	8.076612	11.255506	10.462128	10.397671	12.865584	13.341543	13.096616	13.149298	13.275182	13.025829	12.855955	12.682472	12.561738
Spic	5.789673	4.521662	4.984936	5.228943	4.620742	5.792842	5.307790	4.860365	5.388999	5.878766	6.059171	6.137954	4.581327	4.705857	6.499563	5.043086	4.923326	6.646975	5.201728	5.274409	4.874224	4.084721	5.753812	6.085228	6.101618	5.142762	5.465969	5.704995	6.316900	7.475755	4.898479	4.783537	5.565413	5.508515	4.763891	5.684767
Srebf1	14.578535	14.505043	14.270155	14.577203	14.563398	14.501108	14.421559	14.535311	14.360542	14.360800	14.502692	14.261066	14.298760	14.407308	14.574101	14.513842	14.469198	14.643029	14.805798	14.648726	14.390384	14.918718	15.093277	15.218400	15.351702	15.529870	15.407221	15.231793	15.097227	15.148042	14.999750	15.080905	15.082960	14.937436	14.810294	14.998053
Srebf2	15.675631	15.591440	15.556973	15.632813	15.688263	15.141573	15.651054	15.523529	15.001716	15.993603	15.660458	15.410465	15.652094	15.367847	15.274622	15.803548	15.774025	15.791433	15.766093	15.406170	15.525942	15.545078	15.773280	15.229626	16.274926	15.889556	15.706981	15.958245	16.138296	16.201023	16.280492	16.103174	16.098432	16.530491	16.278035	16.363046
Srf	13.846787	13.664723	13.773265	13.863174	13.850389	13.123577	13.785567	13.528037	13.017085	14.094270	14.004867	13.416653	14.168907	13.913100	13.318145	14.111940	14.122239	13.715546	13.654088	13.679861	13.911069	13.846943	13.673157	13.075979	14.090201	13.531816	13.322961	13.868698	14.214424	13.704903	13.949574	13.911345	13.640356	13.653766	13.653020	13.535316
Ssb	13.773008	13.612009	13.999480	13.877795	13.857413	14.115781	12.865551	13.950073	13.864476	13.719884	14.022794	13.879086	14.075412	14.590650	13.682887	13.738212	13.878405	13.213930	13.643017	14.302037	13.899305	14.528338	13.885155	14.008897	13.790306	14.115816	14.291630	13.373752	13.376013	12.607231	12.889681	13.320451	13.157191	12.912846	13.091996	13.038225
Stat1	11.068446	10.835831	11.209385	11.042964	10.915585	10.551483	10.671201	10.674406	10.232480	11.317693	10.894174	10.630985	11.422690	11.119428	10.845530	11.138846	11.109087	11.058518	11.038112	11.055126	11.240491	11.110082	10.756480	10.511554	11.497767	11.296772	11.870799	11.613532	11.626828	10.950093	11.948366	11.833522	11.900259	12.320004	12.040133	12.193126
Stat2	12.389303	12.366295	12.172602	12.047577	12.404677	12.664169	12.384584	12.572480	12.539721	12.030418	11.946627	12.324176	12.163367	12.294087	11.909655	12.278115	12.044127	12.070706	12.744762	13.108459	12.673782	12.931141	13.035643	13.104763	12.977730	13.346922	13.328924	13.322955	13.508012	12.997257	13.685289	13.713305	13.769512	14.090325	14.062749	14.169804
Stat3	11.958948	11.905451	11.638946	11.807464	11.857238	11.375814	11.807920	11.723168	11.315391	11.897156	11.806270	11.437863	11.788921	11.727220	11.660387	11.946040	11.885799	11.901081	11.907388	11.737820	11.543391	11.623301	11.724924	11.438848	12.366480	12.293990	12.620808	12.783216	12.704430	12.628778	13.168502	13.116986	13.155168	13.397318	13.184383	13.418442
Stat4	10.714058	10.599137	10.386834	10.526998	10.319574	10.876465	10.449815	10.402210	10.835937	11.032482	11.040639	11.002213	10.926110	11.067984	11.408727	11.074023	10.916388	11.286385	11.337108	11.617059	11.166389	11.245795	11.189455	11.736430	10.140000	9.952913	10.461371	10.667285	10.320808	10.401422	11.095452	10.952691	10.842042	11.323058	10.998211	11.076710
Stat5a	14.650391	14.675095	15.113415	14.377179	15.083202	14.603374	14.385849	15.002713	14.690034	14.340127	15.086643	14.567888	14.312508	14.922883	14.524450	14.311129	14.987805	14.651439	14.157828	14.125812	14.312109	14.334812	14.224363	13.944848	14.416517	14.346122	14.121188	14.437071	14.688192	14.346649	14.639872	14.739650	14.876384	14.998351	15.004824	15.030844
Stat5b	13.520543	13.291891	13.544081	13.426445	13.411807	12.926431	12.953490	13.113907	12.756690	13.509326	13.347196	12.834281	13.399133	13.214940	12.655637	13.344047	13.333640	13.211320	12.963043	12.873322	13.036593	13.269610	13.251158	12.711141	13.787841	13.558877	13.470145	13.735314	13.783377	13.488476	14.077813	14.072619	13.791232	14.262492	13.951506	14.105557
Stat6	13.849763	13.591153	13.737744	13.420650	13.642996	13.175999	13.383187	13.430818	13.097317	13.739777	13.580871	13.269096	13.731896	13.588111	13.205396	13.670954	13.575783	13.335369	13.913364	13.923435	13.862277	13.646715	13.503411	13.113222	13.949377	13.672869	13.608803	14.043442	14.162405	13.924903	14.076557	14.021794	14.167735	14.167420	13.955283	14.129393
Suz12	13.348874	13.281617	13.359576	13.573110	13.314949	12.929183	13.099057	13.072339	12.754804	13.564146	13.431331	13.233007	13.449502	13.317901	12.904912	13.270981	13.430710	13.054202	13.522369	13.321840	13.431070	13.412306	13.251996	12.655963	13.482130	13.326596	12.582831	13.239359	13.166437	12.970011	13.340808	13.527421	13.319281	13.311744	13.318658	13.045577
Taf4b	10.984175	10.858083	11.331178	11.127854	11.317539	11.410422	11.208076	11.193345	11.441181	11.282878	11.149960	11.304516	11.302993	11.179015	11.193077	10.980176	11.004739	11.468060	10.961189	10.768037	11.276083	11.057869	10.915132	10.859533	10.796513	10.767576	10.178033	10.471351	10.045902	10.090569	10.511123	10.731411	10.786074	11.594765	10.951607	11.472081
Tal1	10.961415	11.234708	10.986580	11.187182	10.858329	10.693439	10.889986	10.618843	11.019819	10.985876	10.839112	11.178011	10.996237	10.762589	10.980944	11.052798	10.805095	10.891810	11.023886	10.950334	11.196611	8.629150	9.042446	9.072461	6.942980	7.095345	7.371351	6.872357	6.656954	7.738609	6.532869	5.949369	5.908720	6.280670	6.934029	6.127211
Tardbp	14.173043	14.243147	14.281804	14.319047	14.232733	13.842688	14.226849	14.313827	14.110045	14.150562	14.214717	14.053954	14.265679	14.267598	14.019538	14.112141	14.314002	13.988840	14.313630	14.413522	14.187237	14.101113	14.008915	13.747251	13.992091	13.898863	14.073829	14.094948	13.958112	13.854327	13.702137	13.718305	13.810131	13.412657	13.545656	13.576320
Tbp	12.228770	12.428397	12.238220	12.126332	12.245541	12.251545	12.607494	12.245855	12.403128	12.073765	12.152918	12.360424	12.053293	11.932956	12.108242	12.242616	12.398523	12.568144	12.004370	11.852275	12.086553	11.973610	12.126278	11.962243	12.057971	12.232707	12.495568	12.036293	12.032208	12.372588	11.939850	11.772725	11.825961	11.624996	11.584173	11.760849
Tbpl1	12.079005	11.870249	12.001262	11.945443	11.898398	12.170415	11.860868	11.797835	11.800859	11.827243	12.083792	12.002207	11.689970	11.758366	12.115670	11.822742	11.960950	12.384258	11.658326	11.522118	11.584640	11.938701	12.017824	12.165908	12.068690	12.067202	11.860022	12.455967	12.429365	12.239501	12.407530	12.472234	12.265476	12.529345	12.441877	12.426184
Tbx1	5.169544	6.609847	4.957707	5.785780	5.075806	5.491166	5.241106	5.356415	4.617364	5.831872	5.690994	5.802691	5.583424	4.705737	5.313953	4.352877	5.206756	7.165909	6.057641	5.509370	5.322939	4.858319	5.717738	5.713734	6.783670	6.426903	6.801718	7.482719	6.661746	7.444667	6.635174	8.156654	7.209286	7.196727	7.229147	6.841548
Tbx19	12.798908	12.980419	12.809607	12.680006	12.558509	12.469822	13.017139	12.337388	12.496577	13.152545	12.587348	12.878513	13.123927	12.440889	12.641488	12.850368	12.747043	12.605868	13.478801	13.429129	13.868463	12.413075	12.342056	11.857314	10.911482	10.406099	10.058854	10.877965	11.048804	11.343267	9.956580	9.482527	9.245065	9.017113	8.860916	8.666663
Tbx2	6.910878	6.693010	7.139726	8.094464	7.535058	8.683042	7.659847	7.736197	8.327506	7.206325	6.810825	7.584490	7.093517	7.248715	7.952783	7.831310	6.891414	8.090818	5.909092	6.071665	5.430375	6.456153	7.079468	7.685181	7.726669	7.682333	9.293368	8.237073	8.057052	8.362416	9.354684	9.470364	9.433288	9.908516	10.384757	10.001369
Tbx6	6.906182	7.359695	6.515651	5.943940	6.294813	7.355763	7.069440	6.421907	7.264865	5.533118	5.741935	6.293366	6.322022	5.926979	6.907882	6.239789	6.450157	7.299153	6.043083	6.662812	6.553857	6.611267	7.129426	7.677043	7.448237	7.148169	7.773841	9.619021	10.069033	10.641323	10.844721	10.242443	10.201005	11.014721	11.283771	11.255573
Tcf12	13.522068	13.458736	13.611334	13.710674	13.589876	13.141605	13.680943	13.434638	13.232482	13.490504	13.465642	13.190155	13.416232	13.232235	12.928297	13.436573	13.427035	13.226267	13.693397	13.456374	13.710623	13.596295	13.645206	13.342396	13.633152	13.412839	13.165445	13.559971	13.475977	13.502897	14.040587	13.882083	13.821462	14.021002	13.902633	13.919816
Tcf19	12.485209	12.627705	12.656911	12.272756	12.201540	12.430227	12.349722	12.300692	12.337650	12.459872	12.273035	12.477422	12.508307	12.346040	12.394748	12.424734	12.245254	12.415805	12.300091	12.253313	12.387628	11.725846	11.652129	11.844096	12.384076	12.304101	12.634365	12.881321	12.837980	13.045779	12.783111	12.759351	12.678810	12.189866	12.092340	11.955412
Tcf3	14.509425	14.561284	14.515870	14.704469	14.607851	14.423676	14.399144	14.445001	14.368914	14.485311	14.631106	14.520591	14.524138	14.417327	14.544198	14.553805	14.537394	14.607343	14.509202	14.416603	14.448781	14.594193	14.574411	14.580264	14.822825	14.792815	14.733324	14.786522	14.661827	14.664059	14.920483	14.791236	14.814316	14.815503	14.853066	14.780938
Tcf4	13.017038	12.918852	12.455413	12.721686	12.676823	12.616424	12.905699	12.837364	12.775371	12.623022	12.664214	12.551380	12.615408	12.524413	12.926437	12.775253	12.765402	12.799209	13.615957	13.458826	12.986050	12.634902	12.882272	12.938605	12.487467	12.432473	12.460445	13.504870	13.470415	13.772244	13.671985	13.397173	13.435869	13.653063	13.823600	13.748762
Tcf7	8.358726	8.301080	8.136256	8.201689	8.032400	6.108397	8.304429	7.057521	6.425753	8.837878	7.726151	7.168343	8.755417	7.135686	8.155525	8.267175	8.307479	7.829609	8.606524	8.109506	8.938735	7.972243	7.392365	6.977765	8.246789	7.015796	6.807419	6.295631	5.677308	7.197480	4.142739	4.744447	5.629684	6.001123	5.310872	6.325210
Tcf7l1	4.153076	4.363704	4.066680	3.653773	4.000030	4.536406	6.713500	5.202820	5.105635	4.104840	4.775689	5.691531	4.659718	3.754241	5.084961	5.195912	4.647771	6.926854	2.474502	3.064631	3.823006	4.549870	4.152905	6.609475	5.507274	5.787014	5.735295	5.985550	5.992646	5.265393	5.530045	5.055872	5.870965	6.148190	6.582474	6.073782
Tcf7l2	9.785949	9.792546	9.747096	9.816604	10.082140	10.423382	10.334217	9.964016	10.443759	9.584008	9.806043	9.656010	10.131353	10.075788	10.015260	9.759786	9.756199	9.497222	9.245249	9.677233	9.543912	9.566217	9.323753	9.437434	9.168133	8.767672	9.428711	9.220013	10.052653	9.761916	9.447350	9.689245	9.609856	9.098473	9.588028	9.738722
Tef	11.324599	11.165428	11.148111	11.197189	11.359432	11.718001	11.496496	11.412126	11.520806	11.144847	11.139040	11.218471	11.255025	11.289711	11.430972	11.133577	11.241160	11.366762	11.424059	11.696513	11.408089	11.748687	11.964238	11.834931	11.674753	11.808359	11.953619	11.578318	11.689457	11.361944	11.805433	11.728724	11.808382	11.912056	11.713331	11.875564
Tfcp2	10.616551	10.628428	10.687286	10.331076	10.551204	10.465776	10.387311	10.488130	10.662442	10.748482	10.472128	10.369491	10.655979	10.652952	10.445354	10.643538	10.566255	10.110075	10.417212	10.579594	10.620058	10.736794	10.612282	10.322637	10.588175	10.514692	11.310614	10.618672	10.752295	10.726282	10.779171	10.727294	10.775414	10.912148	10.845400	11.304956
Tfdp1	15.676759	15.615090	15.892513	15.230079	15.584819	14.852798	15.171881	15.330738	14.887528	15.667799	15.380711	15.126502	15.619726	15.461660	14.616756	15.448697	15.590986	15.291536	15.697405	15.848754	16.098038	15.678452	15.479951	14.834247	15.534991	15.285995	15.070507	15.187353	15.357902	14.982215	14.945976	15.204242	15.257480	14.467554	14.537826	14.523240
Tfe3	10.963512	10.944424	11.147515	10.809237	11.009085	10.662868	10.994689	10.936161	10.942475	10.929800	10.964434	10.772300	11.145207	11.125737	11.092071	11.093447	10.956520	11.075132	11.083885	11.220484	11.193649	10.844606	10.597720	10.591733	10.344318	10.148949	10.572215	10.368850	10.558487	10.099720	10.690735	10.598448	10.583839	10.640646	10.647854	10.875447
Tgfb1	14.874580	14.972267	14.874772	14.876421	15.060359	14.995028	14.842032	14.914429	14.874997	14.966430	15.156329	15.113547	14.890094	15.036672	15.226595	14.959414	15.118839	15.125816	14.445593	14.369597	14.484012	14.618383	14.522194	14.729571	14.622091	14.596366	14.407342	14.456435	14.622086	14.578002	14.204679	14.158841	14.077772	14.025324	14.165149	14.095216
Tgfb1i1	6.558261	7.708046	6.475146	6.678484	6.444154	7.591773	7.121327	6.310071	6.667330	5.759698	5.672640	7.135215	7.289293	6.808505	7.814618	6.726432	6.568759	4.913089	6.753965	7.741671	7.116585	7.959713	7.464707	8.954053	6.480099	6.628070	7.507753	7.320871	6.918842	8.000332	7.039956	6.955619	7.247268	7.654877	7.896314	7.705050
Thrb	11.087920	10.886331	11.180577	10.964809	11.157207	10.515155	10.556926	11.024508	11.007542	10.997749	11.097009	11.082664	11.071337	11.160946	10.777145	10.856639	11.192449	11.248132	10.973282	10.853732	10.597371	9.750959	9.982987	9.210004	9.224007	8.997114	8.736996	8.840399	8.310553	8.640245	8.040689	7.574744	7.895184	7.560246	7.411114	7.285803
Tle2	9.086985	8.788658	8.575357	8.726486	8.650463	9.208135	9.373905	8.948223	9.269838	8.845757	8.678630	8.649372	8.928507	8.801263	9.162298	9.133030	8.867814	9.186558	8.599384	8.586082	8.688437	9.751299	9.957713	9.902184	11.134920	11.264548	10.946894	10.765620	11.297742	11.076073	10.357918	10.585517	10.055089	10.781823	11.090654	10.878293
Tnf	13.087109	13.203465	12.741582	12.269390	13.008276	13.272210	12.636176	13.701866	13.170720	13.039240	12.763679	13.332926	11.902275	12.850358	13.005987	12.189050	12.884053	13.418842	12.806000	12.803203	12.499425	11.904145	12.568734	12.231234	11.835896	12.824804	11.714637	9.130671	10.627036	10.038034	7.707170	9.452235	9.002314	8.109735	9.284556	8.521092
Tnfaip3	10.098981	10.221430	10.226769	10.057397	9.852532	9.842625	10.283845	9.988266	10.312299	10.121851	10.179710	10.124838	9.751568	10.232935	10.438219	9.743428	10.337751	9.823009	10.575713	10.308425	10.117470	8.394718	8.983085	8.476459	8.351433	7.844242	9.353021	8.567533	7.965968	8.651483	9.665183	9.150814	9.750679	10.780005	11.144093	10.551189
Tob1	10.598855	10.523550	9.907543	9.964471	10.601727	9.940600	9.913401	10.465250	10.313201	9.869171	10.492966	9.908106	10.173432	10.218693	10.349007	10.314153	10.528321	10.699995	10.513662	10.563471	9.860009	10.885146	11.047684	10.904052	11.166826	11.392803	10.754787	11.582825	11.476142	11.909667	12.153845	11.929699	12.072813	12.167768	12.026618	12.227929
Trim13	8.979194	9.036019	9.140298	9.115750	9.331409	8.666074	8.072850	8.842934	9.234754	9.096100	9.921922	8.773838	9.558252	9.839895	9.214095	9.206615	9.253323	8.939718	9.083512	9.639805	9.654945	9.889794	8.869371	9.460777	9.459111	9.000173	9.110960	9.828276	9.417492	9.095366	9.410093	9.194715	8.637657	9.330085	9.223913	9.848578
Trim24	11.260200	11.311276	11.177646	11.428562	11.451811	11.673186	12.037897	11.563135	11.564504	11.479566	11.599840	11.584714	11.264699	11.422965	11.446392	11.384628	11.454992	11.027373	11.449512	11.555108	11.483689	11.611706	11.754305	11.736874	11.785587	11.718076	11.433233	11.374781	11.734132	11.601259	11.342406	11.510790	11.355030	11.493366	11.448514	11.501778
